0: 76,867,797,83
1: 70,1001,352,320,657
2: 583
3: 860,1006,975
4: 117,289
5: 525,586,689,1018
6: 855,806
7: 288,627,101,435
8: 1098,215,150
9: 218,306,922
10: 671,849,995
11: 216,952,29,376,491
12: 867,797,572,865
13: 441,480,333,1096
14: 403,614
15: 224,607,25,232,157,1035
16: 786,213,1029
17: 305
18: 94,362,622,836,262
19: 708,1014,75,774,388
20: 784,664,871,850
21: 801,930,122,1034
22: 859,1097
23: 959,476,851,186,594,68
24: 119,1009,984,348
25: 232,658,201,754,15
26: 
27: 878
28: 974,552,1053
29: 569,376,194,983,11
30: 1067,863
31: 933,819
32: 873,722,308,668
33: 225,769,1028,493,253,770
34: 905,313
35: 318,1031,233
36: 1098,767
37: 391,572,865
38: 69,634,57,759,222
39: 820,936
40: 384,220,316,174
41: 1003,436,692,584
1082: 107,1084,338
43: 615,551,68,113
44: 320,506,509,724,471
45: 595,499,791
46: 80,91,429,64,123,996
47: 144
1043: 384,1038,258,399,486
49: 221,360,688
50: 124,483,1040,898,593
51: 764,400,299,827
52: 740,364,1021,307
1068: 156,161
54: 840,1087,1036,393,847,848
55: 745,361,995,671
56: 
57: 759,585,38,222
58: 710,1045,77
59: 1046,179
60: 863,643,1095,616
61: 733,751,90
62: 939,948,684
63: 306,1011,922,881
64: 429,123,46
65: 963
1085: 500,1041,300,356,991
67: 159,1007
68: 594,962,186,43,23
69: 38,222,1030
70: 1,1001,373,709,352
71: 726,703,661
72: 1044,743,206,627
73: 223,212,115
74: 121,401,673
75: 1100,19,708,255,774
76: 341,0,83,722
77: 444,58,1045,492
78: 813,394,85
79: 277,680,832,884,707
80: 91,133,46,429
81: 362,622,222,585
82: 184,1019,984
83: 0,76
84: 888,266,487,802
85: 394,78,591
86: 165,546,700,453,659
87: 257,477,982,944
88: 657,205,980,711,717,264
89: 702,380,1094,1032,592
90: 148,733,61,927
91: 80,133,46,269,996,466
92: 507,559
93: 1003,434,359,889
94: 18,347,1030,854,262
95: 945,560,1026
96: 304
1099: 982,310
1064: 396
99: 158,458,606
100: 593,183,267
101: 856,435,7
102: 168,1061,725,524,1078,1101
103: 314,142,723,523
104: 875,160
105: 760,465
106: 736,677,838
107: 1082,360
108: 
109: 1075,897,835,151
110: 614,162
111: 947,955,1017,793
112: 334,1054
113: 779,43,551,350
114: 574,538,330,245
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909
119: 24,1009,984,780,917
120: 405,999,1093
121: 74,853,407,638,673
122: 415,419,21
123: 842,64,46,996
124: 50,483,1047,898,294
125: 987,230,485,478
126: 416
127: 133,218,466,1057
128: 374,954,1008,877
129: 328,959,166
130: 747,446,391
131: 632,1096,480
132: 227,150,522,282,311
133: 80,91,899,127,466
134: 299,827,285,340
135: 203,642,1056,703
1098: 36,8,215,767
137: 438,437,1024,540,768,263
138: 266,821,781
139: 398,510,730
140: 556,1032,705,482
1060: 335,741,508
142: 538,103,314,723
1093: 999,120,1071
144: 178,47
145: 964,1023,711,264
146: 1080,680,862
147: 534,1084,708,1014
148: 90,301,685
1038: 323,258,486,1043
150: 132,227,282,8
151: 599,558,214,109,835
1086: 644,674,910,924
153: 876,913,564
154: 231,667,641,1039,1002
155: 666,530,575,822
156: 1068,189
157: 755,1035,475,15
158: 696,99,986,337,639,1088,606
159: 1007,522,586,67
160: 235,104,204
161: 528,1068
162: 733,110,751
163: 563,882,869
164: 971,823,887,965
165: 86,546,659,483
166: 816,129
167: 
168: 102,1061,725,822,739,790
169: 349,527,244,1006
170: 987
171: 573,379
172: 772,549,428,1055,517
173: 368,893,487
174: 316,488,1039,40,281
175: 776,1042,253,769
1096: 555,333,131,13
177: 615
178: 144,342
179: 738,994,59
180: 191,693,423
181: 958,1010
1081: 332
183: 231,100,1063,267
184: 82,262,590
185: 530
186: 1079,476,23,68
187: 922,578,881
1100: 894,872,890,75
189: 397,528,1013,156
190: 272
191: 180,425,859
192: 663,296,608
193: 502,515,388
194: 983,956,569,29,764,1020
195: 596,457,481
1048: 824,520,1062
1059: 
198: 298,413
199: 640,966
200: 247,1016,571,691
201: 25,658,1028,754
1078: 498,1101,524,102,479
203: 642,135,727,276,731,800
204: 1047,235,160,885
205: 88,980,371,717,379,430
206: 288,627,743,72
207: 579
208: 637,1058
209: 300,1062
210: 424,931,224,605,784
211: 701,905
212: 73,223,270
213: 786,16,677
214: 599,151,815,423,835
215: 926,767,1098,8
216: 331,952,11,983
217: 462,664,1025
218: 9,127,1057,306
219: 998,327,651
220: 384,40
221: 360,49,643,688
222: 81,57,585,38,69
223: 73,212,336
224: 15,607,605,232,210,931
225: 33,769,1028,658,424,931
226: 880,977,1037,826,672
227: 132,150,522
228: 553,628,684,656,316
229: 676,937
230: 125,485,535,514
231: 154,183,667,355
232: 25,658,931,15,224
233: 1031,35
234: 1018,516
235: 160,453,204,659
236: 870,541,644,674,676,937
1061: 102,168,790,375
238: 690,735,1065
239: 749
240: 689,1018,498,451,516
241: 718,267,322,894,378
242: 782,1042,902,654,817
243: 440,1066,755
244: 1006,169,975
245: 973,675,114
246: 757,632
247: 200,1016,691,727,731,271
248: 357,912,612
249: 454,936,414
250: 358,820,687
1083: 649,297,259,1040
252: 400,621
253: 493,817,1042,175,33,769
254: 1049,489,497,697
255: 774,75,322,894
256: 879,382,495
