0: 797,76,867,83
1: 70,273,352,320,660,657
2: 729,1032,410
3: 860,935,975,693
4: 117,289
5: 634,67,586,240,689,309
6: 855,806
7: 288,627,435,101
8: 150,215,36,632
9: 218,922,306
10: 671,849,995
11: 517,491,376,29,216,952
12: 797
13: 309,131,1030,441
14: 403,614
15: 224,232,157
16: 786,677,213
17: 305
18: 622,362,94
19: 774,388,708,295
20: 784,664
21: 122,883,420,419
22: 743,257,72,541,1036
23: 959,851,476,186,594,68
24: 984,119,1023
25: 232,658,754
26: 
27: 878
28: 974,552,1053,719,1045
29: 194,376,1020,11,983,216
30: 1067
31: 819
32: 308,341
33: 225,769,770,253,493
34: 313,905
35: 233,1077,418,811
36: 757,246,8,767
37: 391,572,865
38: 222,759,69,994
39: 820,936
40: 220,281,174,316
41: 436,692
1082: 107,338
43: 615,113,551
44: 471,509,320,724
45: 499,595,791
46: 80,91,429,64,123,996
47: 1014,532,144
1043: 885,399,898,124
49: 221,360,688,1040
50: 898,641,259,355
51: 400,299
52: 986,364,458,307,624
1068: 156,161
54: 897,459,260,1087
55: 361,995,671
56: 
57: 759,222
58: 1018,77,492
59: 994,738,179,861,1030,441,1019
60: 863,643,1047,616
61: 818,751,679,733,162
62: 939,948,684,497
63: 922,306,188,881
64: 429,123,46
65: 963
1085: 367,500
67: 861,634,5,309,441
68: 594,962,186,23
69: 994,738,38,854
70: 273,1,709,373,352
71: 703,726,661
72: 541,743,22,627
73: 115,223
74: 206,401,957,288,627
75: 890,894,255,774,708
76: 797,0,1017,83,722
77: 946,492,58
78: 813,394,85
79: 680,862,277,850
80: 91,133,46,429
81: 362,585
82: 580,1009,370
83: 582,867,1037,0,76
84: 888,1001,487,438
85: 394,276,78,1010,591
86: 700,453,584,659
87: 982,310,257,1044,395
88: 657,660,711,205,717
89: 1076,380
90: 148,733,927
91: 80,133,46,269,996
92: 507,559
93: 584,434,359,889
94: 854,622,18
95: 958,929,247,858,560
96: 304
97: 
1064: 396,589
99: 158,696,458,606
100: 378,1083,267
101: 435,7,877
102: 168,524,1061,325,375
103: 314,810,142,723,523
104: 875,426,783,889,235,160
105: 760,465
106: 879,736,838,786,677,256
107: 1082,1040,360
108: 
109: 1075,897,835,151
110: 614,162
111: 947,793,955
112: 1054
113: 350,551,43,779,565,1008
114: 574,538,330,973
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909,321
119: 917,24,984
120: 405,999,588,1071
121: 407,957,853,673,638
122: 21,810,930,1070,1049
123: 842,64,46,996
124: 898,1043,483,259
125: 230,336,1031,987,485
126: 245,1002,533,416
127: 899,466,1057,788
128: 374,954,284,433,856
129: 328,959,166
130: 450,391
131: 1046,480,159,13
132: 282,227,695,150,311,522
133: 80,91,899,466
134: 299,827,285,340
135: 800,703,1056,203,726
136: 575,822,503
137: 540,438,263,802
138: 781,821,266
139: 730,899
140: 592,581
1060: 335,741,508
142: 538,723,416,103,314
143: 365,923,1066,243
144: 178,1014
145: 264,964,471,711
146: 1080,707,680,195
147: 534,1014,532,295
148: 90,301,685
149: 
150: 215,8,132,282
151: 599,558,214,835,109
1086: 644,674,924,910
153: 876,913,564
154: 231,641,488
155: 666,530,575,725
156: 1068,189
157: 755,15,607
158: 696,99,337,639,606,1088
159: 309,227,586,522,131,480
160: 235,204,875,104,258
161: 528,189,1068
162: 733,110,679,61
163: 563,882,869
164: 971,965,243,1033,823
165: 795,616,613,1047,546
166: 816,129
167: 
168: 102,822,725,790,1061
169: 527,1012
170: 1031,987,1006,478,551
171: 430,573,379,445
172: 428,1000,517,1055,200
173: 368,893,313,487
174: 294,488,281,40,316
175: 253,776,263,437,242
176: 
177: 615
178: 144,342
179: 59,738,1030,1019,1009
180: 191,423,975,693
181: 597,721
1081: 332
183: 231,593,355,1063,1039
184: 780,984
185: 530
186: 1079,23,476,68
187: 578,881,922
188: 788,518,1057,306,63
189: 161,528,156
190: 272,1022,308,949,412
191: 180,859
192: 663,608
193: 502,388,515
194: 376,1020,29,648,569,764
195: 596,457,707,146,646
1048: 500,926,215
1059: 
198: 298
199: 679,640
200: 1055,571,172,517,271,1026
201: 879,754
1078: 325,498,524,479
203: 642,727,731,800,135
204: 235,659,160,258,486
205: 371,379,980,88,657
206: 74,401,944,743,627
207: 579
208: 637,1058
209: 300,1062
210: 224,931,424
211: 701,709
212: 349,223,230
213: 677,16,706
214: 835,599,151
215: 150,8,1048
216: 331,952,29,11,983
217: 462,664
218: 9,466,1057,306
219: 998,327,651
220: 281,384,40
221: 360,49,643,688
222: 38,57
223: 73,336,212
224: 15,931,210,607,232
225: 33,769,770,424,931
226: 880,826
227: 132,522,1046,632,480,159
228: 628,684
229: 789,676,329,937
230: 125,336,212
231: 154,667,183
232: 25,15,224,931
233: 35,1012,589,1077
234: 634,759,240,516,369
235: 204,160,889,104,453
236: 676,870,644,674,937
1061: 790,102,168,375
238: 690,735,1065
239: 749
240: 689,516,234,634,5
241: 378,267,872,322,894
242: 782,817,263,175,253
243: 971,164,1033,1066,143,365,923
244: 975,1012
245: 126,675,1002
246: 36,757,767,1041,1007
247: 691,95,858,731
248: 357,912
249: 454,936,414
250: 358,820,687
1083: 378,100,649,297,259
252: 862,621,1080,400
253: 175,242,33,769
254: 497
255: 322,894,75
256: 677,879,382,106
257: 743,22,1044,87,944,395
258: 323,486,204,160
259: 483,297,50,898,124,1083
260: 261,459,54,1087
261: 811,459,318,260
262: 509
263: 437,802,137,242,175
264: 145,964,711,717,460
265: 841,925,463
266: 802,1001,138,781
267: 100,241,593,322,1039
268: 676,329
269: 414,996,91
270: 396
271: 691,1026,571,200,929
272: 190,1022,831,949
273: 70,1,709,980,657
1080: 146,400,680,862,252
275: 972,511,623
276: 394,85,953,800,988,1010
277: 79,862,884,621,683
278: 958,721,560
279: 661,409,611
280: 631,411,814
281: 220,384,399,40,174,294
282: 132,991,824,695,150
283: 554,831,797,1017,341
284: 669,433,638,128
285: 1056,901,134,827
286: 477,779,1008,962,957,401
287: 697,489
288: 7,627,74,435,673
289: 973,682,4
290: 629,653
291: 1076,380
292: 427,819
1052: 843
294: 174,281,399,898,641,943
295: 992,147,19
296: 761,829,556
297: 483,546,259,795,1083,649
298: 671,361,198
299: 134,51
300: 209,356
301: 685,397,818,148
302: 714,945,814,721,597
303: 985,337,639
