0: 797,867,83
1: 70,273,352,320,660,657
2: 410,729,1022,655,66
3: 860,935,1012,693,1036
4: 117,289
5: 67,586,240,634
6: 855,806
7: 288,435,101
8: 215,632,36,1019,555
9: 218,922,306
10: 671,849,995
11: 491,376,200,216
12: 
13: 317,441,159,480,131
14: 810,403
15: 224,232,157,607
16: 1033,598,213,510,1001
17: 305
18: 622,362,94
19: 833,774,388,295
20: 784
21: 883,415,420
22: 425,395,72,541
23: 959,851,476,68,594
24: 984,119,804
25: 232,658,754
26: 
27: 515,502,342
28: 1053,354,719
29: 983,621,764,956
30: 1067
31: 819
32: 722,283,873
33: 225,769,770,253,493
34: 905,313
35: 233,418,811
36: 805,557,767,215,8,1019
37: 391,572,865
38: 69,222
39: 820,936
40: 316,220,174
41: 436,613,1047,434,93,584
42: 1055
43: 68,113,551,186
44: 471,509,320,724
45: 499,595,568,93,1047
46: 80,91,123,996
47: 532,147
48: 500
49: 107,360,688,918
50: 898,641,259
51: 299,827,808,400,146,1032
52: 307,986,458,503,624
53: 
54: 897,459,260
55: 361,995,671
56: 279,661,71
57: 759,222
58: 617,77,710
59: 131,293,757,317,408,333,179
60: 616,643,1043,165,863
61: 733,162,679
62: 948,939,684,497
63: 188,881
64: 429,123,109,1011
65: 963
66: 655,412,990,829,2,1022
67: 309,586,5,861
68: 43,186,23
69: 38,994
70: 273,1,709,373
71: 703,661,726,56,988
72: 743,627,22
73: 115,223
74: 206,401
75: 894,322,708,890,774,255
76: 797,722,283
77: 58,492
78: 85,394,813
79: 850,277,862
80: 91,133,46,730
81: 362,585
82: 738,875
83: 582,0
84: 888,619,487,438,266
85: 78,394,1026,276,591
86: 453,584,613,659,700
87: 982,514,477,779
88: 657,660,711,205,264,717
89: 482,291,140,380,1017
90: 733,927,148
91: 80,133,46,269,996
92: 507,559
93: 568,434,45,41,1047
94: 854,622,18
95: 247,929,958,858,560
96: 934,951,251,1029,304,704,1004
97: 724,590,262,509
98: 177,615,1045
99: 458,696,158,876
100: 378,241,593
101: 435,7,877
102: 168,1061,325,524,375
103: 314,810,142,723,523
104: 426,889,453,235
105: 760,465
106: 736,838,879,677,256
107: 49,360
108: 
109: 558,694,686,1011,429,64
110: 238,523,614,690,1037
111: 947,793,955
112: 334,1030
113: 43,551,350,962
114: 574,330,245,538,416,1005
115: 73
116: 744,326,970,381
117: 4,330,1049
118: 354,913
119: 917,24,984
120: 588,336,987
121: 407,853,673,638
122: 930
123: 429,64,842,46,996
124: 399,259,483,898
125: 565,1044,1071
126: 533,900,979
127: 139,1057,788
128: 374,954,284,433,856
129: 166,816,328,959
130: 450,391
131: 293,59,555,480,13,317
132: 282,311,227,522
133: 80,91,899,466
134: 901,285,340,299,827,1020
135: 703,800,1056,726
136: 575,822,739
137: 540,438,263,802
138: 619,266
139: 866,398,127,788
140: 592,668,89,1017,386
1060: 335,741,508
142: 538,103,314
143: 976,923,1066,365,765
144: 992,295,147,178
145: 264,964,471,711
146: 646,1032,680,400,51
147: 47,532,144,295,178
148: 90,301,685
149: 
150: 215,632,227
151: 214,599,835,1024
152: 
153: 1018,564,913
154: 488
155: 666,530,575
156: 1068,189
157: 607,755,15
158: 803,799,606,639,99
159: 227,522,480,13,441
160: 258,204,235
161: 528,1068
162: 614,679,61,733
163: 563,882,869
164: 965,440,971,243
165: 830,895,1043,616,60
166: 129
167: 615,1006,345,170
168: 102,822,725,790,1061
169: 349,527,1012
170: 345,588,167
171: 430,573,379,445
172: 577,750,517
173: 368,893,313
174: 294,281,40,316
175: 253,776,263,437,242
176: 447
177: 98,615,1045,186
178: 147,144
179: 580,370,59,317,408
180: 191,423,1036,975,626
181: 597,721,278
182: 1018,567
183: 231,667,488,1063
184: 780,984
185: 530
186: 476,177,43,68
187: 578,922,881
188: 1057,788,518,63
189: 752,156
190: 272,308,949
191: 180,423,626,599,859,911
192: 663,608
193: 255,388
194: 376,569,648
195: 707,596,583,646
196: 482,291,202,640,751
197: 495,896
198: 298
199: 474,868,679,966,640
200: 952,691,11,1055,271
201: 754
202: 196
203: 642,727,953,731,800,1026
204: 258,160,235
205: 371,379,980,88,657
206: 74,401,944,743,627
207: 579
208: 637,1048,1058
209: 1062
210: 224,931,424
211: 701,980
212: 230,485,349
213: 786,383,510,677,1033,16
214: 599,835,151,815,543,423
215: 8,632,150,36,557
216: 952,11,983
217: 462,664
218: 9,466,306
219: 998,1042,950,327,651
220: 281,40
221: 360,1040,688
222: 57,38
223: 73,1044
224: 15,931,210,232
225: 33,769,770,424,931
226: 880,826
227: 159,522,480,150,132,632
228: 316,628,906
229: 789,676,329,937
230: 565,1044,212,485
231: 667,183,536,1063,1023
232: 25,15,224,931
233: 35,916,741
234: 634,759,240,516,369
235: 204,160,104,453
236: 676,644,674,937
1061: 790,102,168,375
238: 523,110,574,723,1065,1037
239: 1010,749
240: 689,516,5,234,634
241: 378,100,872,894,267
242: 782,817,175,253
243: 519,971,365,440,1066,164
244: 975,1027,543
245: 979,416,973,1005,114
246: 1019,1046,757,555,1059
247: 95,271,691,858,731
248: 924
249: 936,414
250: 358,820,687
251: 951,96,1029,706,448,812
252: 621,764,862
253: 175,242,33,769
254: 497
255: 193,75,322,774
256: 677,106,879,382
257: 743,944,310,395
258: 204,160,323,486
259: 297,483,124,50,898
260: 261,459,54
261: 811,459,318,260
262: 509,97
263: 437,802,137,175
264: 145,964,711,88,717,460
265: 1000,547,841,411,463,925
266: 802,781,84,619,138
267: 894,322,241,718
268: 329
269: 414,996,91
270: 396
271: 247,929,1055,571,200,691
272: 190,457,596,412
273: 70,1,709,980,657
274: 
275: 511,429
276: 703,800,85,1026,591
277: 683,884,79
278: 958,721,181,560
279: 56,409,661,611
280: 411,463,631
281: 220,384,174,294
282: 132,695
283: 32,722,76,341
284: 669,433,638,128
285: 134,901,340,1056,331,642
286: 477,779,962,957,401
287: 697,489
288: 7,435,673
289: 973,1005,682,4
290: 974,504,629,1021,552
291: 196,482,89,751,818,380
292: 427,819
293: 131,59,757,555
294: 174,281,641
295: 144,992,19,388,147
296: 556,829,761
297: 259,546,483,795
298: 671,361,198
299: 827,51,1032,134,439,1020
300: 356
301: 685,818,397,148
302: 714,945,814,721,597
303: 985,337,639
304: 387,1028,998,96,1029,1004
305: 869,17
306: 922,218,9,1057
307: 52,364,844,756,624
308: 949,190,351
309: 67,586,522,441
310: 982,860,935,257
311: 525,132,522,586
312: 811,459,418,1027,835,815
313: 173,34,905
314: 103,142
315: 585
316: 40,228,174
317: 13,131,59,179
318: 521,261,811
319: 533,536,417
320: 352,1,660,44
321: 909,843,629,552
322: 75,894,267,255
323: 258,486,384
324: 698,358,687,566
325: 524,102,490,375
326: 744,116,970
327: 363,760,219
328: 653,974,476,129,816,959
329: 268,229,789
330: 114,574,117,1065,1049
331: 983,952,901,285,642,727
332: 342
333: 408,748,59,757,1003,1059,1038
334: 112
335: 1060,741,734
336: 987,1071,120
337: 303,985,740,639,696
338: 534
339: 927
340: 134,285,1056,1020,726
341: 554,831,283
342: 27,332
343: 541,425,626,910,859
344: 848,686,840,847,694
345: 588,167,170
346: 559,758,961,578
347: 780,447
348: 948,939,377
349: 169,527,535,212,485
350: 478,113,779,962
351: 550,308
352: 320,745,373,1
353: 742,1002
354: 567,719,913,118,1053,28
355: 593,641
356: 367,300
357: 612,912
358: 250,687,324
359: 426,889,783,370,434
360: 1067,221,688,107,49
361: 55,745,373,671,298
362: 81,622,18
363: 327,1042
364: 307,986,844
365: 519,243,1066,143,765,428
366: 601,903,470
367: 356,500
368: 173,893
369: 516,234
370: 580,179,783,408,426,359
371: 531,379,205,701,980
372: 588,405
373: 745,361,352,70
374: 954,128,600
375: 492,490,102,1061,325
376: 194,569,11,491
377: 939,942,348,977,880
378: 100,241,649
379: 531,371,205,171,430
380: 1013,291,89,818
381: 116,970
382: 879,754,256
383: 786,213,510
384: 281,323,486
385: 470
