0: 76,867,797
1: 1001,352,709,70,701
2: 990,583
3: 1111,423
4: 117,289
5: 586,689,159,67
6: 855,806
7: 288,627,101,435
8: 1098,215,150
9: 758,218,306
10: 671,849,995
11: 376,491,29,983,216,952
12: 797,548,554
13: 441,480,1038
14: 403,614
15: 475,157
16: 786,213
17: 156,305
18: 55,506,745,362
19: 708,75,774,255
20: 424,664,871,1028,850,832
21: 1039,801,122,968
22: 859,1097,425
23: 959,851,186,476,594,68
24: 590,82
25: 232,658,201,754
26: 864
27: 878,502
28: 974,552,1053
29: 569,376,11,194,983
30: 1067,863,221
31: 1045,819,1008
32: 873,722,308,668,550
33: 769,253,493
34: 905,825,313
35: 233,418,459,318
36: 767,1098
37: 391,572,366,1025
38: 69,222,634,759,861
39: 820,936,467
40: 174,1040
41: 93,595,434,436
1082: 1084,338,107,534
43: 615,551,68,113
44: 373,506,509,1019
45: 1118,595,499,436
46: 80,91,429,64,123,996
47: 1014,144
1043: 948,220,62,348
49: 221,360,688
50: 483,124,294,898
51: 764,299,439,134
52: 1106,307
1068: 156,528
54: 686,393
55: 18,995,745
56: 71
57: 759,585,222
58: 710,946,77
59: 441,1038,179
60: 863,643,625,1003
61: 733,162,751,301
62: 119,348,1043
63: 881
64: 558,1006,123,46,429
65: 963
1085: 500,991,300
67: 5,159
68: 594,962,186,43,23
69: 38,222
70: 709,1027,1,352
71: 56,203,1026,703
72: 743,206,627
73: 223,212,115
74: 121,401,673
75: 918,1116,1100,19,708,255
76: 0,341,1034,722
77: 58,490
78: 394,85,813
79: 707,680,832,884,277
80: 91,133,46,429
81: 1030,622,585,222
82: 984,94,24,590
83: 542,501,1034,868,873
84: 487,888,802
85: 394,858,276,591,78
86: 546,659,453,700
87: 257,477,982,944
88: 1001,352,320,657,980,1023
89: 1117,1013,702
90: 733,690,927,1032
91: 80,133,46,269,996,466
92: 507,559
93: 41,434,359,889
94: 262,82,347,590
95: 560,271,945,958
96: 304
1099: 982,310
1064: 396
99: 986,1021,606,158,913
100: 593,183,267,241
101: 856,435,7
102: 666,168,725
103: 314,142,523
104: 426,875
105: 578,465,760
106: 677,736,1035,879
107: 338,1067,360,1082
108: 161
109: 151,897,1012,1075,558,1006
110: 614,162
111: 839,573,793,955
112: 334,1054
113: 779,43,551,350,962
114: 574,538,330,245
115: 73
116: 744,326,339,970,381
117: 4,330
118: 799,909,321
119: 384,62,984,780
120: 405,999,1093
121: 957,74,407,638,673
122: 415,419,968,21
123: 842,64,1006,46,996
124: 294,50,483
125: 987,230,485,478
126: 536,416
127: 899,133,1057,466
128: 374,954,877,856
129: 328,959,166
130: 747,450,391
131: 246,757,1007
132: 227,150,522,282,311
133: 80,91,899,127,466
134: 340,764,51,1004,1056
135: 1026,1004,827,642
1098: 8,215,767,36
137: 437,540
138: 904,821,266,1042,838,1035
139: 899,510
140: 556,592,482,1013
1060: 335,741,1077,508
142: 538,103,314
1093: 999,120,1071
144: 178,47
145: 977,964,1009,942,711
146: 195,1080,596
147: 534,1084,708
148: 339,927,1032
1038: 441,13,59
150: 132,227,282,8
151: 109,897,1012,214,835
1086: 644,674,1044,910,924
153: 564,876,1048
154: 969,355,533
155: 503,530,575
156: 1068,17
157: 755,15,475
158: 1088,606,1021,99
159: 522,5,586,67
160: 204
161: 108,528
162: 733,61,110,751
163: 563,189,882,869
164: 1112,823,965,422,887
165: 546,659,483
166: 816,129
167: 
168: 822,739,102
169: 349,244,527
170: 987
1107: 1069
172: 772,549,1055,428,517
173: 368,893,487
174: 40,399,281,1040
175: 253,769
1096: 1007,333
177: 615
178: 144,342
179: 738,59,994
180: 191
181: 597,620
1081: 332
183: 593,100,231,267
1089: 
185: 1015
186: 1079,476,23,68
187: 363,327,881
1100: 1116,378,872,890,75
189: 163,305
190: 272,596
191: 693,425,859,180
192: 296,1115,608
193: 502,1002,515,774,388
194: 983,956,569,29
195: 146,457,481,596
1048: 876,913,799,321,153
1059: 
198: 298,413,1027
199: 640,614
200: 1016,929
201: 570,754,776,25,658
1078: 524,725,498
203: 71,1026
204: 160,486
205: 371,264,980,1023,717
206: 288,627,743,72
207: 579
208: 637
209: 
210: 224,931,225,605
211: 701,531,905,713
212: 73,223,270
213: 677,16,256
214: 815,423,835,151
215: 926,767,8,1098
216: 691,952,11,983,901,331
217: 424,664
218: 1057,466,9,306
219: 998,950,363,327,1011
220: 939,948,1043,684
221: 360,49,643,30,688
222: 38,69,57,81
223: 73,212,336
224: 607,931,210,232,605
225: 931,210
226: 880,497
227: 132,150,522,632
228: 488,684,316,553,656
229: 789,676,937,712
230: 125,485,535,514
231: 355,593,183
232: 25,658,224,931
233: 35,975
234: 516
235: 783,889
236: 870,644,674,676,937
1061: 790,375,1018
238: 690,1065
239: 749
240: 689
241: 718,267,100,894,378
242: 782,902,654,817
243: 440,1066,755,1112
244: 169,975
245: 973,675,114
246: 131,632
247: 731,271
248: 357,912,473,612
249: 454,936,1036
250: 358,1120,820,687
1083: 649,259,297
1035: 838,821,138,736,106
253: 493,817,175,33
254: 
255: 774,322,75,1116,19
256: 879,382,677,213
257: 1097,87,395
258: 917
259: 297,483,1083
260: 
261: 847
262: 509,362,1030,94,590
263: 776
264: 980,1023,205,460,717
1114: 651,665,635,1000,1103
266: 888,619,138,1042,802
267: 1063,718,241,100,183
268: 329,636
269: 996,1036,91,466
270: 212,396
271: 95,247,731
272: 190,457,831,949
1101: 375,1018,325
1080: 146,646
275: 972,623,429
276: 85,858
277: 862,884,680,79
1102: 766,1069
279: 703,611,409
280: 714,631,981
281: 898,399,294,174
282: 695,311,132,150
283: 554,715
284: 1045
1119: 568,434,359,748,1046
286: 779,962,401,957
287: 1049,526
288: 206,627,435,7
289: 973,682,4
290: 629,653
291: 818
292: 849,819,427,1008
1052: 1109,1073,843
294: 399,124,50,281,898
295: 992
296: 192,1115,829,608
297: 259,795,1083,649
298: 671,198,361,1027
299: 400,51,439,809
300: 1062,991,1085
301: 1032,61,818
302: 814,714,1010
303: 337,740,985,639
304: 96,951
305: 869,189,17
306: 922,218,9
307: 52,1106
308: 32,550,412
309: 441
310: 935,1099,395
311: 1092,282,695,132,525
312: 418,815,1031
313: 610,34,905
314: 103,810,142
315: 585
316: 488,228,684,1040
1049: 697,287,921,526
318: 459,35
1070: 810,403
320: 373,352,88,471,657
321: 118,799,1048
322: 255,894,718,353
323: 370
324: 687,566,358,698
325: 451,1122,1101
326: 744,116,970
327: 363,187,219,1011
328: 129,476,959
329: 268,938,792
330: 973,114,117
331: 642,727,901,691,216,827
332: 1081
333: 1096,1046
334: 112,1054,805
335: 1060,741,734
336: 1071,223
337: 303,740,639,1021
338: 107,1082,534
339: 927,148,116
340: 134,726,1056,409
341: 76
342: 178
1037: 826,672,947
1103: 1072,1114,940,635
345: 372
346: 559,758,961,922
347: 854,94
348: 62,942,948,1043,377
349: 169,527,535
350: 551,113,779,565
351: 412,581,990
352: 1001,1,88,70,320,373
353: 742,515,322
1063: 718,267,742
355: 231,154
356: 367
357: 248,866,473,730
358: 250,687,324
359: 1119,434,748,93,889
360: 221,49,1067,107
361: 745,671,298,1027
362: 262,509,1030,18,506
363: 327,881,187,219
364: 
365: 923
366: 753,37,1025
367: 356
368: 173,789,893
369: 516,993
370: 875,447,323
371: 205,531,1024,980
372: 345,405
373: 44,320,352
374: 954,128,877,587,600
375: 1061,1018,1101,490,1122
376: 491,11,519,29
377: 880,348,977,942,939,948
378: 1116,894,1100,872,241
1116: 894,378,1100,75,255
380: 1117,397
381: 116,970
382: 256,495
1077: 1060,741,508
384: 119,917,780
1074: 775
386: 1115,732
1033: 621,400
388: 992,774,502,193
1066: 440,243,923
390: 704
391: 37,572,446,130,1022
392: 554,932,402,715
393: 847,54
394: 85,858,813,78
395: 425,310,935,257
396: 1064,270
397: 380
398: 866,874,545
399: 885,294,174,281
