0: 76,867,1005
1: 531,701,980,371
2: 990,583
3: 1111,423,815
4: 117,289,330
5: 525,586,67
6: 1137,1012
7: 1045,627,870
8: 215,150,1130
9: 758,1036,306,922
10: 864,26,849,995
11: 376,491,29,983,901,216
12: 548,554,797
13: 441,480
14: 403,1070,810,614
15: 475,157
16: 786,213
17: 156,305
18: 506,55,362,509
19: 1128,388,774,255
20: 832,777,1033,79
21: 930,810
22: 859,1097,425
23: 959,851,186,476,594,68
24: 724,348
25: 232,658,201,754
26: 864,10,315,995
27: 878,502
28: 974,552,1053
29: 569,376,11,194,983
30: 1067,863,1136
31: 819,292
32: 722,308,668
33: 769,253,225,493
34: 905,313,825
35: 459,318,233,418
36: 1098
37: 462,366,572,548
38: 1030,759,634,69
39: 686,467
40: 174
41: 1123,434,595,436
1082: 1084,338,107,534
43: 615,551,68,113
44: 361,1019,352,373
45: 1118,595,568,499
46: 80,123,996,91
47: 144,295
1043: 94,262,1009,984,347,590
49: 221,360,688
50: 483,124,898,294
51: 764,299,1004
52: 364,1106,307
1068: 156,528
54: 393,847,855,806
55: 81,585,1008,18
56: 71
57: 315,585,222,369,1030
58: 946,1124,790
59: 179
60: 863,643,625
61: 751,733,301,818
62: 119,984,780
63: 881
64: 972,558,1006,275
65: 963,340,611
1085: 500,991,300
67: 309,5,159
68: 594,962,186,43,23
69: 38,861,994
70: 1001,198
71: 56
72: 870,1031,743,1097,206,627
73: 223,212,115
74: 121,401,673
75: 708,918,1116,1128
76: 0,83,722,1005
77: 490,1124
78: 813,394,85
79: 20,1033
80: 46,91,133
81: 622,55,222
1136: 221,360,30,1067
83: 542,873,501,76,868
84: 1024,619,802,266
85: 591,858,78
1137: 6,855,1012,806
87: 257,477,982,944
88: 980,320,657
89: 1117,702
90: 733,162,110,238
91: 269,996,80,46,466,1036
92: 507,559
93: 453,889,1046,1003,700
94: 262,1043,854,347
95: 953,271,945,1129,958,560
96: 304,951,1011
1099: 982,310
1064: 396
99: 1132,986,158
100: 593,183,267,241
101: 856,1045,792
102: 725,666,575,168
103: 523,1039,1032
104: 1127,235
105: 760,578,465
106: 677,736,879
107: 338,1067,360,1082
108: 161
109: 151,1006,1075
110: 1013,523,1039,238,90,162
111: 430,947,1023,793,955
112: 334,1054
113: 779,286,43,551,350,962
114: 330,973,245,538,574
115: 73
116: 744,326,339,970,381
117: 4,330
118: 799,321
119: 62,384
120: 405,999,1093
121: 407,957,74,638,673
122: 415,968,420
123: 842,848,46,996
124: 160,659,50,483,294
125: 987,230,485,478
126: 536,416,142
127: 133,218,466,1057
128: 374,954,877,856
129: 328,959
130: 747,497,450
131: 1131,757
132: 227,1007,586,522
133: 899,127,80,466
1125: 644,562,1086,924
135: 827,642
1098: 1130,246,215,767,36
137: 437,438,540,782
138: 821,619,266,838
139: 899,510
140: 556,592,482
1060: 335,741,1077,508
142: 1032,126,416
1093: 999,120,1071
144: 47,295,992
145: 977,942,711,964,460
146: 195,596,646,583,1080
147: 534,1084,708
148: 339
1038: 234,689,1101,240
150: 282,8
151: 109,897,1006,835,558
1086: 924,1125
153: 876,1021,946
154: 969,355,533
155: 503
156: 1068,17
157: 755,15,475
158: 606,1088,1132,99
159: 522,586,67
160: 124,659,1003,204,1047,546
161: 108,528
162: 733,90,110,1013,751
163: 563,189,869,882
164: 1112,823,965,887,422,971
165: 259,297,546,659,483
166: 
167: 
168: 822,739,102,1061
169: 349,527
170: 987
1107: 1069
172: 772,549,1055,428,517
173: 368,938,893,313,825,487
174: 40,399,281
175: 242,782,1042
1096: 333
177: 615
178: 332
179: 738,426,59
180: 214,511
181: 620,597,1010
1081: 332,878
183: 593,100,231,267
1089: 
185: 
186: 1079,476,23,68
187: 363,327,881
1100: 1116
189: 163,305,869
190: 272,596,412
191: 425,693,859
192: 296,1115,608
193: 992,502
194: 983,956,569,29
195: 146,481,596,457
1048: 290,803,909,653,629
1059: 
198: 427,298,413,70,1001
199: 640,403,966,1049,614
200: 691,929,1129,271
201: 776,754,25,658
1078: 725,524,1092,498
203: 276,1016
204: 1047,486,160,885
205: 371,717,445
206: 288,627,743,72
207: 1072,1103,579
208: 637
209: 
210: 224,931,225,1028,605
211: 709,905,701,713
212: 73,223,270
213: 677,16,256
214: 599,180
215: 8,926,767,1098
216: 901,491,11,952
217: 903,932,664,424
218: 466,1036,127,1057
219: 998,363,327,812
220: 948
221: 49,1136,643,688
222: 585,57,1030,81
223: 73,212,336
224: 607,931,210,232,605
225: 493,33,931,210
226: 497
227: 132,632,522
228: 488,316,553,807,656
229: 937,676,1044,513,712,789
230: 125,485,535,514
231: 355,593,183
232: 25,658,769,224,931
233: 975,418,35
234: 1038,516,759
235: 359,104,1127,453,889
236: 674,676
1061: 168,739,1021,790
238: 523,110,90
239: 749
240: 1101,1018,1038
241: 718,267,100,894
242: 175,263,1042,253
243: 440,1066,755,1112
244: 
245: 973,114,675,538
246: 1130,1098,1131
247: 953,271,1126,394
248: 357,473,912
249: 758,454
250: 358,1120,820,645
1083: 649,259,297,795
1035: 612,513,978,912,712
253: 33,242,817,1017,493
254: 1037,1040,728,628
255: 774,322,1116,894,19
256: 879,382,677,213
257: 1097,87,395
258: 917,384
259: 297,165,483,1083
260: 393
261: 847
262: 94,362,1043,509,1009
263: 242
264: 711,460
1114: 651,665,635,1103
266: 802,84,619,138,838
267: 1063,718,241,100,183
268: 329,792
269: 996,91,1036
270: 212,396
271: 247,953,95,200,1129
272: 190,457,831,949,412
1101: 498,240,1018,1038
1080: 646,146
275: 429,972,64,623
276: 203,1016,591
277: 680,683,862
1102: 766,1069
1126: 813,630,394,247,953
280: 631,778,1000,981
281: 898,294,399,174
282: 695,150,311
283: 341,797,554,715
284: 
1119: 748,359
286: 113,779,962,957,401
287: 489,391,526,446
288: 206,627
289: 330,973,682,4
290: 1048,653
291: 818
292: 849,819,31
1052: 1109,1073,843
294: 281,898,124,399,50
295: 47,144
296: 192,1115,829,608
297: 259,795,165,1083
298: 198,427,671,361
299: 400,439,1004,1135,51
300: 1062,991,1085
301: 61,818
302: 1020
303: 337,740,985,639
304: 96,951
305: 869,189,17
306: 922,9
307: 52,1106
308: 949,412,32,1034
309: 67,441
310: 935,1099,395
311: 479,1092,282,695,1007
312: 418,1111,815
313: 905,173,938,34
314: 1032
315: 585,57,26,995
316: 488,228,553
1049: 966,868,474,403,1070,199
318: 459,35
1070: 403,14,810,1049
320: 657,88
321: 1053,118
322: 255,894,718,353
323: 917,370
324: 698,358,687,566
1028: 424,210,871,605
326: 744,116,970
327: 363,187,219
328: 129,476,959
329: 268,792,1044,368,938
330: 289,973,114,117,4
331: 642,727
332: 1081,178
333: 1096
334: 112,1054,805
335: 1060,741,734
336: 1071,223
337: 303,740,639,1088
338: 107,1082,534
339: 927,148,116,381
340: 65,963,611
341: 283,949
1024: 84,619,678,888,487
1037: 697,254,489
1103: 207,1072,1114,940,635
345: 372
346: 559,758,961,922
347: 984,854,94,1043
348: 948,24,942,377
349: 169,527,535
350: 551,113,779,565
351: 581,550,990
352: 1001,44,373
353: 742,322
1063: 718,267,742
355: 231,154
356: 367
357: 248,473,730,866
358: 250,1120,687,324
359: 235,748,1119,889,1046
360: 49,1136,1067,107
