0: 797,76,867,83
1: 70,273,352,320,660,657
2: 729,1032,655,410
3: 860,935,975,693
4: 117,289
5: 67,309,586,240,689,634
6: 855,806
7: 288,627,435,101
8: 150,215,36,632
9: 218,922,306
10: 671,849,995
11: 517,952,376,216,331
12: 
13: 67,309,131,59,441,1019
14: 403,1070,810,1049
15: 224,232,157
16: 786,510,1028,677,213
17: 305
18: 622,362,94
19: 774,388,708,295
20: 784,664
21: 122,883,420,419
22: 743,257,425,395,541,1036
23: 959,851,186,594,68
24: 984,119
25: 232,658,754
26: 
27: 878
28: 974,552,1053,719
29: 194,216,1020,764,956,983
30: 1067
31: 819
32: 308,341,1017,283
33: 225,769,770,253,493
34: 905,313
35: 233,1077,418
36: 757,1048,215,8
37: 391,572,865
38: 69,222
39: 820,936
40: 220,174,1023,316
41: 436,692
1082: 107,1040,338
43: 615,350,113,551,1008
44: 471,509,320,724
45: 499,595,791
46: 80,91,429,64,123,996
47: 532,147,144
48: 926
49: 107,918,1040,688,360
50: 898,641,259,355
51: 400,299
52: 986,364,458,307,624,1015
1068: 156,161
54: 897,459,260
55: 361,995,671
56: 1010
57: 759,222
58: 77,1018
59: 441,179,1019,13,994,738
60: 863,1047,616,165
61: 818,751,679,733,162
62: 948,939,684,497
63: 922,306,188,881
64: 429,123,46
65: 963
66: 1032
67: 309,13,5,861,634,441
68: 594,962,1008,186,23
69: 38,994,738
70: 273,1,709,373
71: 703,726,661
72: 541,206,743,627
73: 115,223
74: 206,401,957,288,627
75: 890,894,255,774,708
76: 797,0,83,722,1017,283
77: 58,946,492
78: 813,394,85
79: 680,862,277,850
80: 91,133,46,429,1011
81: 362,585
82: 370,580
83: 582,0,76
84: 888,619,1001,438,487,266
85: 394,276,988,78,591
86: 700,453,584,659,1043
87: 310,982,1044,477,944,257
88: 657,660,711,205,717
89: 1076,380
90: 148,733,927
91: 80,133,46,269,996
92: 507,559
93: 584,434,359,889
94: 854,622,18
95: 958,247,929,858,560
96: 304
97: 
1064: 396,1012,589
99: 158,696,458,606
100: 378,241,593,267
101: 435,7,877
102: 168,524,1061,325,375
103: 314,810,1049,142,723,523
104: 875,426,889,235,160
105: 760,465
106: 879,736,838,786,677,256
107: 49,1082,1040,360
108: 
109: 1075,897,835,151
110: 614,162
111: 947,793,955
112: 1054
113: 350,43,1008,779,565
114: 574,538,330
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909,321,1021
119: 917,24,984
120: 405,999,588,1071,336,1031
121: 407,957,853,673,638
122: 21,930,1070
123: 842,64,46,996
124: 898,259,1043,483
125: 230,336,987,478,485
126: 245,533,1002
127: 899,466,1057,788
128: 374,954,433,856
129: 328,1045,959,166,816
130: 450,391
131: 159,480,309,13,1030
132: 282,227,695,311,522
133: 80,91,1011,899,466
134: 299,827,285,340
135: 800,703,1056,726
136: 
137: 540,438,263,802
138: 1001,821,266,781
139: 730,899
140: 592,581
1060: 335,741,508
142: 538,723,416,103,314
143: 365,923,1066,243
144: 47,147,1014,178
145: 264,964,471,711
146: 1080,707,680,195
147: 47,532,144,1014,295
148: 90,301,685
149: 
150: 215,8,282
151: 599,558,214,835,109
152: 949,272
153: 876,913,564
154: 231,641,488
155: 666,530,575,725
156: 1068,189
157: 755,15,607
158: 696,99,337,639,1073,606
159: 131,480,227,586,522,309
160: 235,204,875,104,258
161: 528,1068
162: 733,110,679,61
163: 563,882,869
164: 971,965,243,440,1033,823
165: 795,616,613,60,546
166: 816,129
167: 
168: 102,822,725,790,1061
169: 1012,527
170: 336,987,1031,1006,615,551
171: 430,573,379,445
172: 517,428,1055,577
173: 368,893,313
174: 294,488,281,40,316
175: 253,776,263,437,242
176: 
177: 615
178: 144,342
179: 59,1019,408,580,1009,738
180: 191,423,975,693
181: 597,721,278
1081: 332
183: 593,355,231,1063
