0: 76,867,797
1: 1001,709,70,1027,701
2: 990,583
3: 1111,423
4: 117,289
5: 586,689,159,67
6: 855,806
7: 288,627,101,435
8: 1098,215,150
9: 758,218,306
10: 671,849,292,995
11: 376,491,29,983,216,952
12: 554,1025,1005,797,548
13: 441,1038,480
14: 403,614
15: 475,157
16: 786,213
17: 156,305
18: 55,506,362,745
19: 708,75,774,255
20: 850,664,424,1028,832
21: 122,1039
22: 859,1097,425
23: 959,851,186,476,594,68
24: 590,82
25: 232,658,201,754
26: 864
27: 878,502
28: 974,552,1053
29: 569,376,11,194,983
30: 1067,863,221
31: 1008,1045,819
32: 722,308,668,550,873
33: 769,253,493
34: 825,313,905
35: 233,418,459,318
36: 767,1098
37: 391,572,1022,366
38: 69,222,634,759,861
39: 820,936,467
40: 174,1040
41: 93,595,434,436
1082: 1084,338,107,534
43: 615,551,68,113
44: 373,506,745,1019
45: 1118,595,499
46: 80,91,429,64,1006,123,996
47: 1014,144
1043: 348,62,948
49: 221,360,688
50: 483,124,294,898
51: 764,299,439,134
52: 1106,307
1068: 156,528
54: 686,393
55: 18,995,745
56: 71
57: 759,369,585,222
58: 710,946,790,77
59: 1038,994,179
60: 863,643,625
61: 733,751,301
62: 119,348,1043
63: 881
64: 558,1006,275,123,46,429
65: 963
1085: 500,991,300
67: 5,159
68: 594,962,186,43,23
69: 38,222
70: 709,1027,1001,1,352
71: 56,203,703,1026
72: 743,206,627
73: 223,212,115
74: 121,401,673
75: 918,1116,1100,19,708,255
76: 0,341,722
77: 710,58,490
78: 394,85,813
79: 707,680,850,832,884,277
80: 91,133,46,429
81: 622,585,222
82: 984,94,24,590
83: 542,1034,501,868
84: 487,888,802
85: 394,858,276,591,78
86: 546,659,453,700
87: 257,477,982,944
88: 1023,320,1001,657
89: 1117,702
90: 733,690,927,1032
91: 80,133,46,269,996,466
92: 507,559
93: 41,434,359,889
94: 1030,262,82,347,590
95: 560,271,945,958
96: 304
1099: 982,310
1064: 396
99: 1021,606,158,913
100: 593,183,267,241
101: 856,435,7
102: 666,168,725
103: 314,142,523
104: 1047,426,875
105: 760,578,465
106: 677,736,879
107: 338,1067,360,1082
108: 161
109: 151,897,1075,1012,558,1006
110: 614,162
111: 839,793,955,573
112: 334,1054
113: 779,43,551,350,962
114: 574,538,330,245
115: 73
116: 744,326,339,970,381
117: 4,330
118: 799,909,1048,321
119: 384,62,984,780
120: 405,999,1093
121: 957,74,407,638,673
122: 415,968,420,1039,21
123: 842,64,1006,46,996
124: 294,50,483
125: 987,230,485,478
126: 536,416
127: 133,1057,466
128: 374,954,877,856
129: 328,959,166
130: 747,450,1022,391
131: 246,1007,757
132: 227,150,522,282,311
133: 80,91,899,127,466
134: 340,764,51,1004,1056
135: 1004,827,642
1098: 8,215,767,36
137: 437,540
138: 821,1035,266,838
139: 899,510
140: 556,592,482
1060: 335,741,1077,508
142: 538,103,314
1093: 999,120,1071
144: 178,47,1014
145: 977,942,1009,711,964
146: 195,1080,1033,596
147: 534,1084,708
148: 339,1032
1038: 441,13,59
150: 132,227,282,8
151: 109,897,835,214
1086: 644,910,924,674
