0: 797,76,867,83
1: 70,1001,352,320,657
2: 583
3: 244,169,860
4: 117,289
5: 240,234,689,525,586,67,1018
6: 855,806
7: 288,627,101,435
8: 1098,215,150
9: 218,306,922
10: 671,849,995
11: 216,952,29,376,491
12: 867,572,865,797
13: 309,480,131,1096
14: 403,614
15: 224,607,25,232,157
16: 786,213,510
17: 305
18: 94,362,622
19: 774,388,708,147,295
20: 784,664,871,647,850
21: 122,1034,801,883,930
22: 859,1097
23: 959,476,851,186,594,68
24: 119,348,948
25: 232,658,201,754,15
26: 
27: 878
28: 974,552,1053
29: 1020,376,194,983,216,11
30: 1067
31: 933,819
32: 873,722,308,668
33: 225,769,253,493,770
34: 905,313,1024
35: 318,1077,233
36: 1098,767
37: 391,572,865
38: 222,69,634,57,759
39: 820,936
40: 220,1043,399,281,316,174
41: 436,692
1082: 107,1084,338
43: 615,551,68,113
44: 320,509,724,471
45: 499,595,791
46: 80,91,429,64,123,996
47: 144
1043: 384,220,40,399
49: 221,360,688
50: 259,483,898,593,355
51: 400,299,827
52: 986,364,458,1021,307
1068: 156,161
54: 694,1087,897,1090
55: 361,995,671
56: 
57: 759,585,222,38
58: 710,77
59: 994,441,179
60: 863,643,1095,616
61: 733,751,90,1013
62: 948,1009,684
63: 306,1011,922,881
64: 429,123,46
65: 963
1085: 356,500,300,367
67: 159,586,5,1018
68: 594,962,186,43,23
69: 222,38,622,854,1030
70: 1,373,709,352
71: 726,703,661
72: 743,206,627,1044
73: 223,212,115
74: 121,401,673
75: 890,918,1100,774,708,255
76: 0,83,722
77: 492,490,375,1045,58
78: 813,394,85
79: 832,884,277
80: 91,133,46,429
81: 362,585,222
82: 1019,184,780,347
83: 0,76
84: 888,266,487,438,802
85: 394,78,591
86: 165,546,453,700,659
87: 257,477,982,944
88: 657,205,980,711,717,264
89: 592,1094,380
90: 148,733,61,927
91: 80,133,46,269,996,466
92: 507,559
93: 434,359,1003,584,889
94: 18,622,854,347
95: 945,929,1026,271,1010
96: 304
1099: 982,310
1064: 396
99: 158,606,458
100: 593,1040,183,355,267
101: 435,7
102: 168,1061,524,1078,1101
103: 314,142,723,523
104: 875,160
105: 760,465
106: 736,677,838
107: 1082,360
108: 
109: 1075,897,835,151
110: 614,162
111: 947,955,793
112: 334,1054
113: 779,43,551,350
114: 574,538,330,245
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909
119: 24,984,780
120: 405,999,1093,588
121: 957,74,853,407,638,673
122: 415,21,1034,419,420
123: 842,64,46,996
124: 1047,885,483,898,294
125: 987,230,485,478
126: 416
127: 133,218,466,1057
128: 374,954,284,433,877,856
129: 328,959,166
130: 747,1017,446
131: 1096,632,480,13
132: 227,150,282,311,522
133: 80,91,899,127,466
134: 299,827,285,340
135: 203,642,1056,703
1098: 36,8,215,767
137: 540,437,768,263
138: 821,266,781
139: 398,730
140: 592,556,705,482
1060: 335,741,508
142: 538,103,314,723
1093: 999,120,1071
144: 178,47
145: 964,1023,711,264
146: 1080,680
147: 19,708,1084,534,1014,295
148: 90,301,685
1038: 258,160,204,885,486
150: 132,227,282,8
151: 599,558,214,835,109
1086: 644,674,910,924
153: 876,913,564
154: 231,667,1039,969,1002
155: 666,530,575,822
156: 1068,189
157: 755,15,607
158: 99,606,337,639,1088
159: 480,67,522,586,1007
160: 235,104,1038,204
161: 528,1068
162: 733,110,751
163: 563,882,869
164: 422,823,971,1035,887,1033
165: 86,546,659,1047
166: 816,129
167: 
168: 102,1061,725,822,739,790
169: 349,527,3,244
170: 987
171: 379
172: 772,549,428,1055,517
173: 368,893,487,1024
174: 316,488,1039,40,281
175: 1042,776,242,263,253
1096: 555,333,131,13
177: 615
178: 144,342
179: 738,59,994
180: 191,693,423
181: 721,958
1081: 332
183: 231,667,355,100,1063,267
184: 780,347,82,984
185: 530
186: 1079,476,23,68
187: 922,578,881
1100: 894,872,890,75
189: 528,156
190: 272
191: 180,425,859
192: 663,296,608
193: 502,388,515
194: 983,764,1020,29,956
195: 596,457,481
1048: 1062,991,824,695
1059: 
198: 298
199: 640,966
200: 1055,571,517,491,1016,952
201: 25,658,1028,754
1078: 498,1101,524,102,479
203: 642,135,727,276,731,800
204: 659,1047,235,160,1038,885
205: 88,980,371,717,430,379
206: 288,627,743,72
207: 579
208: 637,1058
209: 300,1062
210: 224,931,424,605
211: 701,905
212: 73,223,270
213: 786,16,677,1029
214: 599,151,815,423,835
215: 926,767,1098,8
216: 331,11,29,983
217: 664,462,647
218: 9,127,1057,306
219: 998,327,651
220: 384,40,1043,1009,316
221: 360,49,643,688
222: 69,38,57,81,622
223: 73,212,336
224: 15,931,210,607,232,605
225: 33,769,424,770,931
226: 880,826,672
227: 132,150,522,1007
228: 553,628,684,1009,316,656
229: 236,676,937
230: 125,485,535,514
231: 154,183,667,355
232: 25,15,224,931
233: 1031,1077,35
234: 240,5,516,1018
235: 160,453,204,659
236: 870,676,644,674,229,937
1061: 102,168,1045,790,375
238: 690,735,1065
239: 749
240: 234,689,5,498,451,516
241: 718,267,322,894,378
242: 782,263,175,1042,817,253
243: 440,1066,755,1035
244: 3,169,975
245: 973,675,114
246: 632,757
247: 1026,691,727,731,271
248: 357,912
249: 454,936,414
250: 358,820,687
1083: 297,259,593,1040
252: 621
253: 33,769,242,175,493,817
