0: 76,797,867,1005
1: 531,701,1001,980,371
2: 990,583
3: 423,1111,815
4: 117,289
5: 586,689,159,67
6: 855,806
7: 288,627,101,435
8: 1098,215,150
9: 758,218,306
10: 995,864,26,849,1008
11: 376,491,29,983,216,901
12: 554,1025,1005,548,797
13: 480
14: 403,614
15: 475,157
16: 786,213
17: 156,305
18: 55,506,362,745
19: 708,388,75,774,255
20: 850,664,1028,832
21: 1070,930,883,1039,810
22: 859,1097,425
23: 959,851,186,476,594,68
24: 590,724,82,1043
25: 232,658,201,754
26: 864,10
27: 878,502
28: 974,552,1053
29: 569,376,11,194,983
30: 1067,863,221
31: 819,292
32: 722,873,308,668,550
33: 769,253,493
34: 1024,313,905,173,825
35: 233,418,459,318
36: 767,1098,246
37: 366,1022,572
38: 69,222,634,57,759,861
39: 820,1036,467
40: 174
41: 595,434,436
1082: 1084,338,107,534
43: 615,551,68,113
44: 745,506,1019
45: 1118,595,499,568,1046
46: 80,1006,123,996,91
47: 144
1043: 82,62,24,590
49: 221,360,688
50: 483,124,294,898
51: 764,299,439
52: 364,1106,307
1068: 156,528
54: 393,686,1012
55: 18,995,671,745
56: 71
57: 759,369,585,38,222
58: 946,1124,790
59: 426,179
60: 863,643,625
61: 751,733,301
62: 984,82,1043,780,119
63: 881
64: 972,558,275,1006
65: 963
1085: 500,991,300
67: 5,159
68: 594,962,186,43,23
69: 38,222,994,622,1030
70: 352,709
71: 1026,56
72: 743,206,627
73: 223,212,115
74: 121,401,673
75: 918,1116,1100,19,708,255
76: 0,797,341,722
77: 1124,490
78: 394,85,813
79: 707,680,850,832,884,277
80: 46,1006,429,91,899,133
81: 622,585,222
82: 1043,62,94,24,590
83: 542,501,868
84: 487,438,888,802
85: 394,858,276,591,78
86: 546,613,453
87: 257,477,982,944
88: 980,320,657
89: 1117,702
90: 733,162,1032,238
91: 269,996,80,46,133,466
92: 507,559
93: 700,434,359,889
94: 262,82,347
95: 560,271,945,200,958
96: 304,951
1099: 982,310
1064: 396
99: 158,986,606,1048
100: 593,183,267,241
101: 856,435,7
102: 666,168,725
103: 314,142,523
104: 1047,160
105: 760,578,465
106: 677,736,879
107: 338,1067,360,1082
108: 161
109: 151,1075,558
110: 614,162
111: 839,793,955,573
112: 334,1054
113: 779,43,551,350,962
114: 574,538,330,245
115: 73
116: 744,326,339,970,381
117: 4,330
118: 799,909,321
119: 62,780,384
120: 405,999,1093
121: 957,74,407,638,673
122: 415,968,420,1039
123: 842,46,996
124: 294,50,483
125: 987,230,485,478
126: 536,416
127: 139,133,218,1057,466
128: 374,954,877,856
129: 328,959,166
130: 747,450
131: 757
132: 227,150,522,282,311
133: 899,127,80,91,466
1125: 644,924,1086,674
135: 827,642
1098: 8,246,215,767,36
137: 437,540,782
138: 821,266,838
139: 899,127,510
140: 556,592,1034,482
1060: 335,741,1077,508
142: 538,103,314
1093: 999,120,1071
144: 47,1014
145: 977,711,460,964
146: 195,1080,596,646,583
147: 534,1084,708
148: 339
