0: 797,76,867,83
1: 70,1001,352,320,657
2: 583
3: 244,169,860
4: 117,289
5: 240,689,1018,525,586
6: 855,806
7: 288,627,101,435
8: 1098,215,150
9: 218,306,922
10: 671,849,995
11: 216,952,29,376,491
12: 867,572,865,797
13: 441,480,309,131,1096
14: 403,614
15: 224,607,25,232,157
16: 786,213,510,1029
17: 305
18: 94,362,622
19: 774,388,708,147,1014,295
20: 784,664,871,850,647
21: 801,122,1034,883,930
22: 859,1097
23: 959,476,851,186,594,68
24: 119,348,1009,948
25: 232,201,754,15
26: 
27: 878
28: 974,552,1053
29: 1020,376,194,983,216,11
30: 1067
31: 933,819
32: 873,722,308,668
33: 225,769,493,253,770
34: 905,313
35: 318,1077,233,1031,1012
36: 1098,767
37: 391,572,865
38: 69,57,759,222
39: 820,936
40: 220,1043,399,281,316,174
41: 584,436,692
1082: 107,1084,338
43: 615,551,68,113
44: 320,509,724,471
45: 499,595,791
46: 80,91,429,64,123,996
47: 144
1043: 384,220,40,399,486
49: 221,360,688
50: 259,483,124,898,593,355
51: 956,400,299,827
52: 986,1021,307,364
1068: 156,161
54: 1087,1090,1036,897,694
55: 745,361,995,671
56: 
57: 759,585,38,222
58: 1045,710,77
59: 994,1046,441,179
60: 863,643,1095,616
61: 733,751,90
62: 1009,939,948,684,1005
63: 306,922,881
64: 429,123,46
65: 963
1085: 746,500,300,356,367
67: 159,586,1018
68: 594,962,186,43,23
69: 38,622,222,1030
70: 1,373,709,352
71: 726,703,661
72: 743,206,627
73: 223,212,115
74: 121,401,673
75: 890,1100,774,708,255
76: 0,341,83,722
77: 492,490,1045,58,444
78: 813,394,85
79: 277,680,832,884
80: 91,133,46,429
81: 362,222,585
82: 184,347,984,1019,780
83: 0,76
84: 888,266,487,1024,438,802
85: 394,78,591
86: 165,546,453,700,659
87: 257,477,982,944
88: 657,205,980,711,717,264
89: 592,1094,380
90: 148,733,61,927
91: 80,133,46,269,996,466
92: 507,559
93: 584,434,359,889,1003
94: 18,854,347
95: 945,929,1026
96: 304
1099: 982,310
1064: 396
99: 158,458,606
100: 593,1040,183,355,267
101: 856,435,7
102: 168,1061,725,524,1078,1101
103: 314,142,723,523
104: 875,160
105: 760,465
106: 736,677,838
107: 1082,360
108: 
109: 1075,835,897,151
110: 614,162
111: 947,955,573,793
112: 334,1054
113: 779,43,551,350
114: 574,538,330,245
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909
119: 24,780,984
120: 405,999,1093,588
121: 957,74,853,407,638,673
122: 415,1034,419,21
123: 842,64,46,996
124: 50,483,1047,885,898,294
125: 987,230,485,478
126: 416
127: 133,218,466,1057
128: 374,954,433,1008,877,856
129: 328,959,166
130: 747,446,391
131: 1096,632,480,13
132: 227,150,282,311,522
133: 80,91,899,127,466
134: 299,827,285,340
135: 203,642,1056,703
1098: 36,8,215,767
137: 438,437,540,768,263
138: 821,266,781
139: 398
140: 556,705,482
1060: 335,741,508
142: 103,314,723,538
1093: 999,120,1071
144: 178,47
145: 964,711,264
146: 1080,680
147: 19,708,1084,1014,534
148: 90,301
1038: 258,204,486
150: 132,227,282,8
151: 599,558,214,109,835
1086: 644,674,910,924
153: 876,913,564
154: 231,667,1039,1002
155: 666,530,575,822
156: 1068,189
157: 755,823,1035,15,607
158: 696,99,337,639,1088,606
159: 67,522,586,1007
160: 235,104,204
161: 528,1068
162: 733,110,751
163: 563,882,869
164: 971,823,1035,422,887
165: 86,546,659,1047
166: 816,129
167: 
168: 102,1061,725,822,739,790
169: 349,527,1006,3,244
170: 987
171: 379
172: 772,549,428,1055,517
173: 368,893,487
174: 316,488,1039,40,281
175: 776,242,1042,253,769
1096: 555,333,131,13
177: 615
178: 144,342
179: 738,59,994
180: 191,693,423
181: 958,1010
1081: 332
183: 231,667,100,1063,267
184: 82,984,590
185: 530
186: 1079,476,23,68
187: 922,578,881
1100: 894,872,890,75
189: 528,156
190: 272
191: 180,425,859
192: 663,296,608
193: 502,388,515
194: 983,29,1020,956,764
195: 596,457,481
1048: 1062,991,520,824
1059: 
198: 298
199: 640,966
200: 571,1016,491,952
201: 25,658,1028,754
1078: 498,1101,524,102,479
203: 642,135,727,276,731,800
204: 659,1047,235,160,1038,885
205: 88,980,371,717,379,430
206: 288,627,743,72
207: 579
208: 637,1058
209: 300,1062
210: 424,224,931,605,784
211: 701,905
212: 73,223,270
213: 786,16,677,1029
214: 599,151,815,423,835
215: 926,767,1098,8
216: 331,11,29,983
217: 664,462,1025,647
218: 9,127,1057,306
219: 998,327,651
220: 384,40,1043,316
221: 360,49,643,688
222: 81,622,57,585,38,69
223: 73,212,336
224: 15,931,605,607,232,210
225: 33,769,658,424,770,931
226: 880,826,977,497,672,1037
227: 132,150,522,1007
228: 553,628,684,656,316
229: 676,937
230: 125,485,535,514
231: 154,183,667,355
232: 25,15,224,931
233: 1031,35
234: 240,1018,516
235: 160,453,204,659
236: 870,541,644,674,676,937
1061: 102,168,1045,790,375
238: 690,735,1065
239: 749
240: 234,689,5,1018,498,451,516
241: 718,267,322,894,378
242: 782,263,1042,175,817,253
243: 440,1066,755,1035
244: 3,169,975
245: 973,675,114
246: 632,757
247: 691,1026,727,731,271
248: 357,912
249: 454,936,414
250: 358,820,687
1083: 297,259,1040
252: 621
253: 493,817,242,175,33,769
