0: 797,76,867,83
1: 70,352,320,657,660
2: 583
3: 244,527,169,860,935
4: 117,289
5: 240,234,689,586,159,67
6: 855,806
7: 288,627,435,101
8: 1098,1007,215,1048,150
9: 218,922,306
10: 671,849,995
11: 200,376,29,216,952
12: 867,572,865
13: 309,480,131
14: 403,614
15: 224,607,232,157
16: 786,510
17: 305
18: 362,622,94
19: 774,388,708,295
20: 784,871,664
21: 883,420,122,941
22: 859,1097,1044
23: 959,476,851,186,594,68
24: 984,119,348
25: 232,658,201,754
26: 
27: 878
28: 974,552,1053
29: 194,11,983,216
30: 1067
31: 933,819
32: 873,308,341,412
33: 225,769,253,493,770
34: 313,905,173
35: 318,1077,233,1012,811
36: 1098,767
37: 391,572,865,1017
38: 222,1030,57,759
39: 820,936
40: 316,220,174,281
41: 436,692
1082: 107,338
43: 615,551,68,113
44: 320,509,724,471
45: 499,595,791
46: 80,91,429,64,123,996
47: 1014,144
1043: 323,258,486,917,399,384
49: 221,360,688
50: 898,483,259,593
51: 400,299,827
52: 986,364,458,307,624
1068: 156,161
54: 897,1090,1087
55: 361,995,671
56: 
57: 585,38
58: 1045,710,492
59: 441,309,179
60: 863,643,1095,616
61: 733,1013,751,818
62: 948,1005,684
63: 922,306,881
64: 429,123,46
65: 963
1085: 356,500,367
67: 861,441,634,5,159,1046
68: 594,962,186,43,23
69: 222,1030,622,854
70: 273,1,709,373,352
71: 726,703,661
72: 541,1044,743,627
73: 223,212,115
74: 121,401,673,1008
75: 890,894,774,708,255
76: 0,83,722
77: 1045,1061,492,375
78: 813,394,85
79: 832,884,850,1025,277
80: 91,133,46,429
81: 362,585,222
82: 347,447,580,1019
83: 0,76
84: 888,487,438,266
85: 394,78,591
86: 700,546,165,453,584,659
87: 257,477,982,944
88: 657,205,660,711,717
89: 1094,380
90: 148,733,927
91: 80,133,46,269,996,466
92: 507,559
93: 584,889,434,359
94: 854,580,622,18,347
95: 958,945,929,271,858,1010
96: 304
97: 724,590
1064: 396,589,1031
99: 158,696,458,606
100: 593,378,1040,1083,267
101: 877,856,1027,435,7
102: 168,524,1061,325,1078,375
103: 314,142,723,523
104: 235,160,875,1003,1038
105: 760,465
106: 736,677,838,1028
107: 1082,360
108: 
109: 1075,897,835,151
110: 614,162
111: 947,793,955
112: 334,1054
113: 779,43,551,350
114: 574,538,330,245
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909
119: 24,984,780,1009
120: 405,999,1093,588
121: 957,74,853,407,638,673
122: 415,419,420,21
123: 842,64,46,996
124: 885,1047,898,483
125: 987,230,485,478
126: 416
127: 133,218,466,1011
128: 374,954,284,433,877,856
129: 328,959,166
130: 450,391
131: 1096,480,13
132: 227,150,282,522,311
133: 80,91,899,127,466
134: 299,827,285,340
135: 203,642,1056,800,703
1098: 36,8,1007,215,767
137: 540,768,263
138: 821,266,781
139: 398,730
140: 592,581
1060: 335,741,508
142: 538,103,314,723
1093: 999,120,1071
144: 178,47
145: 964,1023,711,264
146: 1080,680
147: 534,295
148: 90,301,685
1038: 258,486,370,160,104
150: 132,227,1048,282,8,1007
151: 599,558,214,835,109
1086: 644,674,924,910
153: 876,913,564
154: 231,667,1039,488,969
155: 666,530,575,822
156: 1068,189
157: 755,15,607
158: 696,99,337,639,606,1088
159: 1046,586,5,67
160: 235,204,104,486,1038
161: 528,189,1068
162: 733,110,751
163: 563,882,869
164: 422,823,1033,887,604
165: 86,546,1047,659
166: 816,129
167: 
168: 102,725,822,739,1061,790
169: 527,349,3,244
170: 987
171: 573,430,531,379,445
172: 772,549,428,517,1055
173: 368,893,1024,313,34,487
174: 641,281,1039,316,488,40
175: 253,776,1042,437,242,263
1096: 555,333,131
177: 615
178: 144,342
179: 59,994
180: 191,693,423,1036
181: 721,597
1081: 332
183: 231,355,1063
184: 780,347
185: 530
186: 1079,476,23,68
187: 578,881,922
188: 788,518,1011,1057
189: 161,528,156
190: 272,949,1022
191: 180,425,859
192: 663,296,608
193: 502,388,515
194: 29,569,764
195: 596,457,481
1048: 991,824,282,500,8,150
1059: 
198: 298
199: 640,966
200: 11,517,376,491,1055,952
201: 570,879,25,658,754
1078: 325,498,102,524,479
203: 642,135,727,276,731,800
204: 235,160,486,885,659
205: 88,657,980,371,379,717
206: 288,627,1008,743
207: 579
208: 637,1058
209: 300,1062
210: 224,931,424,605
211: 701,709,1001
212: 73,223,270
213: 256,706,495,1029
214: 815,423,835,599,151
215: 767,1098,8
216: 331,952,29,11,983
217: 932,462,664
218: 9,127,306,1057
219: 998,327,651
220: 384,399,40
221: 360,49,643,688
222: 69,38,1030,81,622
