0: 797,867,83
1: 70,273,352,320,660,657
2: 410,655,66,829,809
3: 860,527
4: 602,117,330
5: 67,586,240,634
6: 855,806
7: 288,435,101,149
8: 36,767,632,293
9: 306,922,218,187
10: 671,849,995
11: 491,42,376,200,216
12: 
13: 317,480,159,131
14: 810,403
15: 224,232,157,607
16: 598,518,510
17: 163,305,1017,456,1010
18: 622,362,94
19: 833,774,388,295
20: 784
21: 883,415,420
22: 425,395,72,541
23: 959,851,476,68,594
24: 984,119,804
25: 232,658,754
26: 
27: 515,1023,353,342,502
28: 1053,354,719
29: 983,621,764,956,901
30: 360,1040,221,1007
31: 819
32: 722,283,873
33: 225,769,253,493,770
34: 905,313
35: 233,543,418
36: 805,557,767,215,632,8
37: 391,572,865
38: 69,222
39: 820,936,467,806,645,1011,250
40: 316,220,174
41: 584,613,889,434,436,93
42: 11,491,1055,517,200
43: 68,113,551,186
44: 471,509,320,724
45: 568,499,1041,93,1038,1003
46: 123,80,91
47: 532,147
48: 500
49: 360,688,107
50: 898,641,259
51: 827,808,439,299
52: 307,986,458,503,624
53: 514,350,478,779,87
54: 897,261,459,260
55: 361,995,671
56: 71,661
57: 759,222
58: 617,77,710
59: 333,757,179,408
60: 625,1047,863,1043,643
61: 733,162,679
62: 948,939,684,497
63: 188,922,518
64: 842,996,109,123,429
65: 963,828,1020
66: 655,412,990,829,2
67: 309,586,5,861,634,432
68: 43,186,23
69: 38,994,857
70: 273,1,709,373
71: 726,661,703,56,988
72: 627,22,870
73: 223,125,115
74: 206,401
75: 894,322,708,890,774,255
76: 797,722,283
77: 58,492
78: 85,394,813
79: 850,277,862
80: 91,133,46,730
81: 362,585
82: 738,875
83: 582,0
84: 888,619,487,266
85: 78,394,800,276,591
86: 453,584,700,659
87: 982,514,53,477
88: 657,660,711,205,717
89: 702,380,397
90: 148,690,733,927
91: 80,133,46,269
92: 1001,507
93: 436,1038,45,568,434,41
94: 854,622,18
95: 247,271,929,958,858,560
96: 998,251,304,951,704
97: 724,590,262
98: 167,177,504
99: 696,158,799,846
100: 378,241,593
101: 149,435,7,877
102: 168,375,325,524
103: 314,810,142,723,523
104: 426,453,235
105: 760,1001,465
106: 736,838,879,677,256
107: 49
108: 1037
109: 558,972,694,429,64
110: 744,735
111: 947,763,955,793
112: 555,1054,1030,334,1019
113: 43,551,350,962
114: 574,416,538,245
115: 73,223
116: 744,326,339,970,381
117: 4,326,785,1034
118: 846,913,354
119: 917,24,984
120: 588,987
121: 407,853,673,638
122: 930
123: 46,429,64,996
124: 399,483,259,898
125: 73,223
126: 533,536
127: 139,788,1057
128: 374,954,284,433,856
129: 166,816,328,959
130: 450,391
131: 293,480,632,13,317
132: 282,695,311,227,522
133: 80,91,899,466
134: 901,285,827,340
135: 276,703,203,1056
136: 575,822,564
137: 540,438,263,802
138: 406,619,266
139: 866,127,398,788
140: 386,592,380
