0: 797,76,867,83
1: 70,273,352,320,657,660
2: 583,1032
3: 244,1036,527,860,935
4: 117,289
5: 240,689,586,159,67
6: 855,806
7: 288,627,435,101,1027
8: 36,215,1007,150,632
9: 218,922,306
10: 671,849,995
11: 200,376,29,1020,216,952
12: 867,572,865,1017,797
13: 309,480,131
14: 403,614
15: 224,607,232,157
16: 786,510
17: 305
18: 362,622,94
19: 774,388,708,295
20: 784,871,664
21: 883,420,122,941
22: 541,1044,1097
23: 959,476,186,594,68
24: 984,119
25: 232,658,201,754
26: 
27: 878
28: 974,552,1053
29: 194,1020,11,983,216
30: 1067
31: 933,819
32: 873,308,341
33: 225,769,770,253,493
34: 313,905
35: 233,1077,418,1012,811
36: 215,8,1007,767
37: 391,572,865
38: 222,69,57,759,1030
39: 820,936
40: 220,399,281,316
41: 436,692
1082: 107,338
43: 615,551,68,113
44: 320,509,724,471
45: 499,595,791
46: 80,91,429,64,123,996
47: 144
1043: 323,258,486,384,399
49: 221,360,688
50: 898,483,259,1039,593
51: 400,299,827
52: 986,364,458,307,624
1068: 156,161
54: 897,1090,1087
55: 361,995,671
56: 
57: 1018,759,222,38
58: 77,710,1045,492
59: 179
60: 863,643,1095,616
61: 733,162,818,751
62: 939,948,684,497,1005
63: 922,306,188,881
64: 429,123,46
65: 963
1085: 356,500,367
67: 861,441,634,5,159,309,1046
68: 594,962,186,43,23
69: 222,38,1030,994,854,738
70: 273,1,709,373,352
71: 703,661
72: 541,1044,627,743
73: 223,212,115
74: 673,121,401,1008,288,206
75: 890,894,255,774,708
76: 0,83,722
77: 946,1045,492,58
78: 813,394,85
79: 680,277,850,884,707,1025
80: 91,133,46,429
81: 362,622,585,222
82: 1009,447,1019
83: 0,76
84: 888,487,438
85: 394,78,591
86: 700,546,453,584,659
87: 982,477,395,257
88: 657,205,660,711,717
89: 1094,380
90: 148,690,733,927
91: 80,133,46,269,996
92: 507,559
93: 584,889,434,359
94: 854,580,622,18
95: 958,945,929,247,271,858,560
96: 304
97: 590
1064: 396,589
99: 158,696,458,606
100: 593,267,378,1083,241
101: 877,856,435,7,1027
102: 168,524,1061,325
103: 314,810,142,723,523
104: 235,160,783,875,1003,889
105: 760,465
106: 879,1028,736,838,677
107: 1082,1067,360
108: 
109: 1075,897,835,151
110: 614,162
111: 947,793,955
112: 1054
113: 779,43,551,350
114: 574,538,330,245
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909
119: 917,780,1009,24,984
120: 405,999,1093,588
121: 407,957,401,853,638,673,74
122: 419,1049,420,415,21
123: 842,64,46,996
124: 885,898,483
125: 987,230,485,478
126: 416,1034
127: 899,1011,218,466,1057
128: 374,954,284,433,856
129: 328,959,166
130: 450,391
131: 1096,480,13
132: 227,150,695,282,522,311
133: 80,91,899,466
134: 299,827,285,340
135: 203,642,1056,726,800,703
136: 575,1021
137: 540,768,263
138: 821,266,781
139: 398,730,1011
140: 592,581
1060: 335,741,508
142: 538,1034,103,314,723
143: 243,1066,923
144: 178,47
145: 264,964,471,1023,711
146: 1080,1025,680
147: 534,295
148: 90,301,685
1038: 1019,875,160,258,176,370
150: 132,227,1048,282,215,8
151: 599,558,214,835,109
1086: 644,674,924,910
153: 564,876,913
154: 231,355,174,641,1039,488
155: 666,530,575,822
156: 1068,189
157: 755,15,607
158: 696,99,337,639,606,1088
159: 309,1046,586,5,67
160: 235,204,104,875,1038,258,486
161: 528,189,1068
162: 733,61,110,751
163: 563,882,869
164: 823,887,1033,604,965
165: 546,1047,483
166: 816,129
167: 
168: 102,725,822,739,1061,790
169: 527,244
170: 987
171: 573,379,430,445
172: 772,549,428,517,1055
173: 368,893,313,487
174: 281,641,316,154,488
175: 253,776,437,242,263
176: 258,370,1038
177: 615
178: 144,342
179: 59,994,738
180: 191,693,423
181: 721,597
1081: 332
183: 231,355,1063
184: 347,780,984
185: 530
186: 1079,476,23,68
187: 578,881,922
188: 788,518,306,63,1057
189: 161,528,156
190: 272,308,949,412,1022
191: 180,425,859
192: 663,608
193: 502,388,515
194: 29,1020,569,764,648
195: 596,457,481
1048: 991,282,215,150
1059: 
198: 298
199: 640
200: 11,517,376,952
201: 570,879,25,658,754
1078: 325,498,524,479
203: 642,135,727,276,731,800
204: 235,160,486,885,659
205: 88,657,980,371,379
206: 288,627,743,1008,74
207: 579
208: 637,1058
209: 300,1062
210: 224,931,424
211: 701,1001
212: 73,223,270,1031
213: 706,256,1028,495
214: 423,835,599,151
215: 36,8,1048,150
216: 331,952,29,11,983
217: 462,664
218: 9,466,127,306,1057
219: 998,327,651
220: 40,384,399
221: 360,49,643,688
222: 69,38,57,81,622
223: 73,212,336
224: 15,931,210,607,232
225: 33,769,770,424,931
226: 880,826
227: 132,150,522,632
228: 628,684,656
229: 236,676,937
230: 125,485,535
231: 154,183,355,667
232: 25,15,224,931
233: 35,589,1077
234: 240,369,516,634,1018,759
235: 204,160,104,453,889,659
236: 870,676,644,674,229,937
1061: 790,102,168,375
238: 690,735,1065
239: 749
240: 689,5,234,516,634
241: 322,378,872,267,100
242: 782,263,175,253,817
243: 971,143,1033,1066,923,1035
244: 975,3,1036,169
245: 973,675,114
246: 757,1007,632
247: 691,271,1026,95,727,858,731
248: 357,912
249: 454,936,414
250: 358,820,687
1083: 378,1040,297,259,649,593,100
252: 862,621,1080,400
253: 175,242,33,769
254: 497,1005
255: 322,894,75
256: 879,1028,213,382,495
257: 1097,87,395
258: 323,486,176,370,1043,1038,160
259: 1047,297,50,483,1083,593
260: 261,459,1087
261: 260,318,811,459
262: 509
263: 242,137,802,175,437
264: 145,964,711,717,460
265: 841,925,463
266: 802,781,138
267: 100,241
268: 329,1024,1027,636,792
269: 414,996,91
270: 212,396,1031
271: 247,1026,571,95,929
272: 190,457,831,949
273: 70,1,709,980,657
1080: 146,400,680,862,252
275: 972,511,623
276: 731,1010,203,800
277: 79,680,862,884,621,683
278: 958
279: 661,409,611
280: 631,411,561,714,814
281: 174,294,641,399,40,316
282: 991,695,1048,132,150
283: 715,831,949,341
284: 669,638,433,954,128
285: 1056,901,134,827
286: 962,957,401
287: 697,489,526,1037
288: 7,627,206,435,673,74
289: 973,682,4
290: 629,653
291: 818,1013,380
292: 427,819
1052: 1073,803,843
294: 281,641,399,898
295: 992,147,19,388
296: 761,829,608
297: 1047,259,649,795,1083
298: 671,361,198
299: 134,51
300: 209,356
301: 685,397,818,148
302: 814,908,714,945,721,597
303: 985,337,639
304: 96,951
305: 869,17
306: 922,63,1057,218,9,188
307: 844,52,364,756,624
308: 949,341,32,190,412
309: 159,1046,480,441,67,13
310: 395,860,935,514,1006,982
311: 525,522,695,1092,132
312: 811,459,418,815,1090
313: 905,173,34
314: 103,416,810,883,142,1034
315: 585
316: 656,40,174,281,488
1049: 419,122,968,728,801
318: 521,811,261
1070: 633,930,474,403
320: 352,44,1,471,660
321: 913,799
322: 894,255,241
323: 258,370,1043,917,384
324: 698,358,687,566
325: 1078,498,102,490,375
326: 744,116,970
327: 363,760,219
328: 129,959,476
329: 1024,268,1027,792,938
330: 973,114,117
331: 216,952,691,642,727
332: 1081
333: 555,1096,408
334: 1054,805
335: 1060,741,734
336: 1071,223
337: 303,985,639,740,158,696
338: 1082,534
339: 927
340: 134
