1147: 731,203,1016
1: 531,701,88,980,371
2: 583,439
3: 975,1111,423
4: 117,1152
5: 525,586,67
6: 1137,1171
7: 627,610
8: 1130,746,1041,1018,695,282
9: 1164
10: 864,26,849,995,1008
11: 29,491,194,983
12: 548,554
13: 783
14: 403,1070,810,1040
15: 931,960,475,157
16: 786,213
17: 1145,305,156
18: 506,509
19: 388,1128,1139,774,255
20: 664,777,850
21: 930,801,1070,810
22: 859,644,1097,425
23: 186,476,328,68,1045
24: 348
25: 232,658,201,1024
26: 864,10,472,444,315,995
27: 878,502
28: 974,816,719
29: 569,1144,277,491,194,11
30: 863,1067,1136
31: 427,292
32: 722,1049,668,1151
33: 253,769,817
34: 905,313,173,1027
35: 589
1162: 674,644,562
37: 903,366,462,572,548
38: 81,634
39: 820,686,467,842
40: 174,258,1043,384,1037
41: 434,595
1082: 1084,1146,360,49
43: 962,615,551,1031
44: 373,657
45: 499,568
46: 123,80
47: 295
1043: 40,174,258,486,399,885
49: 221,688,890,1082,918
50: 898,294,593,231
51: 828,1033,764
52: 1133,364,1106,307
1068: 156,528
54: 855,806
55: 585
56: 276
57: 585,222,369,315,81
58: 1021
59: 179,783
60: 863,643,625,505
61: 751,733,301,818
62: 119,384,590,780,917
63: 1057,881,363
64: 275,1169,1012
65: 963,611
1085: 367,557
67: 159,586,5
68: 962,1079,186,23,1045,594
69: 994,580
1163: 167,177,186,1079
71: 703,726
72: 870,1097,743
73: 223,212,115
74: 669,407,673
75: 124,894,241
76: 837
77: 1124,1021,1001
78: 1158,394,247
1134: 637
80: 466,46,1169
81: 38,57,222
1136: 221,360,30,863,1067
83: 501,868
84: 619,266,802,437
85: 394,1016
1137: 6,855,806
87: 257,743,982,477,944
88: 352,1,980
89: 482,386,291
90: 733,162,110,238
1014: 536,322,742,126
92: 507,559
93: 889,700
94: 262,362,622,854,580
1170: 280,778,631
96: 951,390
1099: 982,310
1064: 396
99: 1132,158,913
100: 593,183,1032,241,267
101: 627,288
102: 575,168,725
103: 
104: 1127,426
105: 327,578,465,1141,760
106: 838,1029,570
107: 338,1146
108: 161
109: 1075,848
110: 238,90,162
111: 793,947,955
112: 334,1054,1003,1046
113: 551,350,1031,779
114: 973,245,538
115: 73
116: 744,326,339,970,381
117: 4,574
118: 799,1053,321
119: 62,384,590,1037
120: 1093,1015,405,999
121: 669,853
122: 420
123: 848,996,46
124: 75,1083
125: 987,1048,485,478
126: 900,142,1014
127: 133,218,1057
128: 374,954,877,856
129: 629,552,974
130: 747,497,450,287,391
131: 
132: 525,586,227,311,522
133: 127,899,139,510
1125: 924,562,1086
135: 827,642,203
1098: 1130,246,746,215,767
137: 782,438,175
138: 821,904,736,619,266,838
139: 133,899,730,510
140: 592,386,482
1060: 335,741,1077,508
142: 900,245,126,538
1093: 120,999,1071
144: 147,1128
145: 977,942,711,460
1169: 429,275,64,1012,80
147: 1128,144
148: 339
1038: 653,290,476,328
1155: 1036,1120,645,250,358
151: 558,835,897
1086: 910,180,511,924,1125
153: 946,876,739
154: 969,641,355,667,533
155: 530,503
156: 1068,528,17,1145
157: 823,755,224,15,475
158: 99,606,1088
159: 67,309,586,522,441
160: 659,204
161: 108,1160
162: 733,90,110,751
163: 563,189,882,869
164: 1028,422,823,607,1112
165: 546,483,259,297
1153: 940,665,465
167: 1163,290
168: 822,102,1061
169: 349,527
170: 987,1071
1107: 1069
172: 772,549,1055,428,1167
173: 893,1027,34
174: 40,1043,399
175: 781,776,137,242
1096: 333
177: 615,1163,1079
178: 332
179: 59,783,426
180: 599,511,1086
181: 620,597
1081: 878,332
183: 231,667,1032,593,100
1089: 
185: 
186: 23,328,1163,1079,68
187: 219,327
1154: 666,575,725,524
189: 163,305,869
190: 457,272,412
191: 693,425,859
192: 1115,296,608
193: 992,502
194: 983,956,29,449,11
195: 596,481,862
1048: 336,125,485,535,230
1059: 568,555
198: 298,600,1019,413
199: 868,474,403,1040
