0: 797,867,83
1: 70,273,352,320,660,657
2: 729,655,410
3: 860,935,975,693
4: 117,289
5: 67,586,240,634
6: 855,806
7: 288,435,101
8: 1030,632,150,215,36
9: 218,922,306
10: 671,849,995
11: 517,216,331,200,952
12: 
13: 441,159,131,309,59
14: 614,110,810,403,1049,523
15: 224,232,157,607
16: 706,598,251,518,213
17: 305
18: 622,362,94
19: 1040,708,388,295
20: 784
21: 883,415,420,419,941
22: 743,395,425,626,72,541,1036
23: 959,851,1079,186,594,68
24: 984,119,804
25: 232,658,754
26: 
27: 878,1014,1034
28: 1053,552,719
29: 194,216,764,621,983,956
30: 1067
31: 819
32: 722,283,873,668
33: 225,769,770,253,493
34: 905,313
35: 233,1077,418,811
36: 805,767,1048,557,215,8
37: 391,572,865
38: 69,222
39: 820,936
40: 316,220,174
41: 436,613,1047,895
42: 1055
43: 1008,113,551,186,177,68
44: 471,509,320,724
45: 499,595,791
46: 80,91,429,64,123,996
47: 532,147,178
48: 500,926
49: 107,918,688,360
50: 898,641,259,355
51: 252,621,1020,400,1032
52: 307,986,458,503,624
1068: 156,161
54: 897,459,260
55: 361,995,671
56: 279,661,71
57: 759,222
58: 77,710,617
59: 555,317,1019,333,131,13
60: 616,165,863,643
61: 818,751,679,733,162
62: 948,939,684,497
63: 922,306,188,881
64: 429,1011,123,46
65: 963
66: 583,655
67: 309,5,861,634,441
68: 962,43,1008,113,186,23
69: 38,994
70: 273,1,709,373
71: 988,726,703,56,661
72: 541,743,22,627
73: 115,223
74: 206,401
75: 894,322,890,708,774,255
76: 797,722,283
77: 58,946,492
78: 85,394,813
79: 850,862,277
80: 91,133,46,429,730
81: 362,585
82: 738,580,875
83: 582,0
84: 888,619,487,438,266
85: 78,394,276,591
86: 453,584,700,659
87: 982,565,1044,514,477
88: 657,660,711,205,264,717
89: 1076,380
90: 148,690,733,927
91: 80,133,46,269,996
92: 507,559
93: 453,584,434,889,1047
94: 854,622,18
95: 247,929,958,858,560
96: 304
97: 724,590,262
1064: 396,169,589
99: 458,606,876,913,846,1015
100: 378,241,593
101: 435,7,877
102: 168,524,1061,325,375
103: 314,810,723,142,523
104: 426,359,889,453,235
105: 760,465
106: 879,256,736,838,786,677
107: 49,918,360
108: 
109: 1075,897,835,151
110: 14,1049,238
111: 947,793,955
112: 1054
113: 43,551,350,962,68
114: 574,538,330
115: 73
116: 744,326,970,381
117: 4,330
118: 909,321,1021,1018,1053
119: 917,24,984
120: 336,987,588,170
121: 407,853,673,638
122: 930
123: 842,64,46,996
124: 399,885,483,898,259
125: 336,1071,478
126: 533,245,979
127: 899,1057,139,788
128: 374,954,433,856
129: 328,816,959,166
130: 450,391
131: 159,480,1030,59,1019,13
132: 282,695,311,227,522
133: 80,91,899,466
134: 299,827,285,340
135: 800,703,1056,726
136: 575,822
137: 540,438,263,802
138: 619,266
139: 866,398,127,788
140: 592,1017,581
1060: 335,741,508
142: 538,416,103,314,723
143: 243,365,923
144: 992,295,147,178,342,1014
145: 264,964,471,711
146: 680,1032,1080,195,646
147: 47,532,144,295,178
148: 90,301,685
149: 
150: 215,282,8,632
151: 558,214,835,109
152: 949,831,272
153: 564,913
154: 488,231,641,294
155: 666,530,575
156: 1068,189
157: 607,755,15
158: 696,606,337,639,1073
159: 227,522,480,131,309,13
160: 258,235
161: 528,1068
162: 733,679,61
163: 563,882,869
164: 965,440,243
165: 795,616,60,1043,546
166: 129,816
167: 1031,1006
168: 102,822,725,790,1061
169: 349,1064,527
170: 615,588,1031,987,120
171: 430,573,379,445
172: 428,519,1016,577
173: 368,893,313
174: 294,281,40,316
175: 253,776,263,437,242
176: 
177: 43,1008,551,615,1006
178: 47,147,144,342
179: 408,370,317,333,580
180: 423,975,543,693
181: 597,721,278
182: 1018,567
183: 593,355,231,1063
184: 780,984
185: 530
186: 43,1008,1079,23,68
187: 578,881,922
188: 788,1057,306,63
189: 528,156
190: 272,308,949,412
191: 859,1027
192: 663,608
193: 502,515,388,774,1039,992
194: 376,569,29,216,764,648
195: 707,596,146,680,583,646
196: 1013,705,542,868
197: 1033,495,928
198: 298
199: 679,868,640,966,474,1037,1013
200: 952,11,1055,271,691
201: 754
1078: 325,524
203: 642,727,731
204: 258,235,453,486,659
205: 371,379,980,88,657
206: 74,401,944,743,627
207: 579
208: 637,1041,1058
209: 1062
210: 224,931,424
211: 701,980
212: 349,223,230
213: 677,706,16
214: 835,599,151
215: 150,926,557,36,8
216: 194,376,29,11,517,983
217: 462,664
218: 9,466,1057,306
219: 998,327,651
220: 281,40
221: 688,360,643,1067
222: 57,38
223: 73,230,212
224: 15,931,210,232
225: 33,769,770,424,931
226: 880,826
227: 159,522,480,132,632
228: 316,628
229: 789,676,329,937
230: 223,212
231: 154,488,1023,183
232: 25,15,224,931
233: 35,916,1077,589
234: 634,759,240,516,369
235: 204,160,104,453
236: 676,644,674,937
1061: 790,102,168,375
238: 690,1065,1049,110
239: 749
240: 689,516,5,234,634
241: 378,100,872,894,267
242: 782,817,175,253
243: 143,971,365,923,440,1066,164
244: 975,543
245: 979,126,675
246: 757
247: 95,271,691,727,858,731
248: 1024,513,904
249: 936,414
250: 358,820,687
251: 706,16,598,1028,448
252: 621,51,862,764,400
253: 175,242,33,769
254: 497
255: 1039,353,75,322,774
256: 879,382,106,677
257: 743,395,310,944
258: 204,160,323,486
259: 50,898,124,483,297
260: 261,459,54
261: 811,459,318,260
262: 509,97
263: 437,802,137,175
264: 145,964,711,88,717,460
265: 841,925,463
266: 802,781,84,619,138
267: 894,322,241,718
268: 329
269: 414,996,91
270: 396
271: 247,929,691,1055,571,200
272: 190,831,715,1022,949,152
273: 70,1,709,980,657
1080: 146,680,400,1032,862
275: 511,972,1011,623
276: 800,703,85,591
277: 683,884,79,862
278: 958,721,181,560
279: 56,661,409,611
280: 631,411,463,814
281: 220,384,174,294
282: 132,695,991,150
283: 32,722,76,341
284: 669,433,638
285: 827,1056,1026,134
286: 477,779,962,957,401
287: 697,489
288: 7,435,673
289: 973,682,4
290: 504,1021,629,653
291: 1076,380
292: 427,819
293: 1046,757,555
294: 174,281,898,641,154
295: 144,992,19,388,147
296: 761,829,556
297: 483,546,649,795,259
298: 671,361,198
299: 134,439,340
300: 356
301: 685,397,818,148
302: 714,945,814,721,597
303: 985,337,639
304: 96,1028,1029,951,1004
305: 869,17
306: 922,63,1057,218,9,188
307: 52,364,844,756,624
308: 949,190,550
309: 67,586,159,522,441,13
310: 982,860,935,257,395
311: 525,132,695,522,586
312: 811,459,418,815
313: 173,34,905
314: 103,416,883,142
315: 585
316: 40,228,174
317: 59,333,179
318: 508,521,261,811
1070: 403,810
320: 352,1,660,44
321: 1021,629,118,1053,552
322: 75,894,267,718,255,353
323: 258,486,384
324: 698,358,687,566
