0: 797,867,83
1: 70,273,352,320,660,657
2: 729,655,410
3: 860,935,975,693
4: 117,289
5: 67,586,240,634
6: 855,806
7: 288,435,101
8: 36,150,215,632
9: 218,922,306
10: 671,849,995
11: 517,216,200,952,331
12: 
13: 441,131,309,59
14: 403,810,523,1049,614
15: 224,232,157,607,1033
16: 518,510,213,251
17: 305
18: 622,362,94
19: 774,388,1040,295
20: 784
21: 122,883,420,419,415,941
22: 743,257,395,425,626,541
23: 959,851,186,594,68
24: 984,119
25: 232,658,754
26: 
27: 878
28: 552,1053,719
29: 194,216,764,956,983
30: 1067
31: 819
32: 722,283,873,1017,668
33: 225,769,770,253,493
34: 905,313
35: 233,1077,418,811
36: 8,215,1048
37: 391,572,865
38: 69,222
39: 820,936
40: 316,220,174
41: 1047,436,692,895
42: 1055
43: 1008,177,113,551,962
44: 471,509,320,724
45: 499,595,791
46: 80,91,429,123,996
47: 532,147,178
48: 500,926
49: 107,918,688,360
50: 898,641,259,355
51: 1020,400
52: 307,986,458,503,624
1068: 156,161
54: 897,459,260
55: 361,995,671
56: 988,71,1010
57: 759,222
58: 77,617,710
59: 555,333,1019,131,13,317
60: 863,616,165
61: 818,751,679,733,162
62: 948,939,684,497
63: 922,306,188,881
64: 429,123
65: 963
66: 583,646
67: 309,5,861,634,441
68: 594,962,186,1008,23
69: 38,994
70: 273,1,709,373
71: 703,726,1010,661,988,56
72: 541,743,627
73: 115,223
74: 206,401,957,627
75: 890,708,894,774,1039,255
76: 797,722,283
77: 58,946,492
78: 85,394,813
79: 680,862,277,850
80: 91,133,46,429,730,1011
81: 362,585
82: 738,580,875
83: 582,0
84: 888,619,438,487,266
85: 78,394,276,591
86: 453,584,204,700,1043,659,885
87: 982,1044,514,477,565
88: 657,660,711,205,717
89: 1076,380
90: 148,690,733,927
91: 80,133,46,269,996
92: 507,559
93: 453,584,359,434,889,1047
94: 854,622,18
95: 247,929,958,858,560
96: 304
97: 724,590,262
1064: 396,169,589
99: 458,696,158,606,1015
100: 378,241,593,267
101: 435,7,877
102: 168,524,1061,325,375
103: 314,810,142,723,523
104: 426,889,235
105: 760,465
106: 879,736,838,786,677,256
107: 49,918,360
108: 
109: 1075,897,835,151
110: 614,1049,162
111: 947,793,955
112: 618,1041,1054
113: 350,551,43,962,779
114: 574,538,330
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909,321,1021
119: 917,24,984
120: 999,588,1031,336,170
121: 407,957,853,673,638
122: 21,930
123: 842,64,46,996
124: 399,885,1043,483,898,259
125: 336,987,478,485
126: 533,245,979
127: 899,466,1057,1042,788
128: 374,954,433,856
129: 328,816,959,166
130: 450,391
131: 159,1030,480,59,1019,13
132: 282,695,227,311,522
133: 80,91,899,466
134: 299,827,285,340,1025
135: 800,703,1056,726
136: 822
137: 540,438,263,802
138: 821,619,266
139: 1042
140: 592,581
1060: 335,741,508
142: 538,723,416,103,314
143: 365,923,1066,243
144: 992,295,1014,147,178,342
145: 264,964,471,711
146: 1080,1032,680,195
147: 47,532,144,295,178
148: 90,301,685
149: 
150: 215,282,8,632
151: 599,558,214,835,109
152: 949,831,272
153: 564,913,1018
154: 231,641,294,488
155: 666,530,575
156: 1068,189
157: 607,755,1033,15
158: 696,99,337,639,1073,606
159: 131,480,227,522,309
160: 258,235
161: 528,1068
162: 733,110,679,61
163: 563,882,869
164: 965,243,440,823
165: 795,616,60,546
166: 129,816
167: 
168: 102,822,725,790,1061
169: 349,1064,527,1012
170: 336,987,1031,120,615,1006
171: 430,573,379,445
172: 1016,428,577,772
173: 368,893,313
174: 294,488,281,40,316
175: 253,776,263,437,242
176: 
177: 43,1008,615,1006,551
178: 47,147,144,1014,342
179: 317,333,408,738,580
180: 191,423,975,543,693
181: 597,721,278
1081: 332
183: 593,355,231,1063
184: 780,984
185: 530
186: 1079,476,1008,23,68
187: 578,881,922
188: 788,1057,306,63
189: 528,156
190: 272,308,949,412
191: 180,859
192: 663,608
193: 502,1034,388,1039,515,992
194: 376,216,29,569,648,764
195: 707,457,596,146,1032,583
196: 705,868,542,873,1013
1059: 
198: 298
199: 679,640,1013,1037
200: 952,11,1055,271,691
201: 879,754
1078: 325,524,498
203: 642,727,731,800
204: 258,235,86,453,486,659
205: 371,379,980,88,657
206: 74,401,944,743,627
207: 579
208: 637,1058
209: 1062
210: 224,931,424
211: 701,980
212: 349,223,230
213: 677,16,706,251
214: 835,599,151
215: 150,557,36,8
216: 194,376,29,11,983,331
217: 462,664
218: 9,466,1057,306
219: 998,327,651
220: 281,40
221: 688,360,643,1067
222: 57,38
223: 73,230,212
224: 15,931,210,232
225: 33,769,770,424,931
226: 880,826
227: 132,522,159,480,632
228: 316,628,1023
229: 789,676,329,937
230: 223,212
231: 154,183
232: 25,15,224,931
233: 35,916,1077,589
234: 634,759,240,516,369
235: 204,160,889,104,453
236: 676,870,644,674,937
1061: 790,102,168,375
238: 690,1065
239: 749
240: 689,516,5,234,634
241: 378,100,872,894,267
242: 782,817,175,253
243: 971,965,164,440,1066,143,365,923
244: 975,543
245: 979,126,675
246: 757,1048,767
247: 95,691,727,858,731
248: 612,1024,912,904
249: 454,936,414
250: 358,820,687
251: 706,1028,16,598,213
252: 621,1020,862,1080,400
253: 175,242,33,769
254: 497
255: 1039,353,75,322,894
256: 677,879,382,106
257: 743,22,395,310,944
258: 204,160,323,486
259: 50,898,124,483,297
260: 261,459,54
261: 811,459,318,260
262: 509,97
263: 437,802,137,175
264: 145,964,711,717,460
265: 841,925,463
266: 802,781,84,619,138
267: 322,894,100,241,593,718
268: 676,329
269: 414,996,91
270: 396
271: 929,691,1055,571,200
272: 190,831,1022,949,152
273: 70,1,709,980,657
1080: 146,400,680,862,252
275: 972,511,623
276: 800,703,85,591
277: 79,862,884,683
278: 958,721,181,560
279: 1010,661,409,611
280: 631,411,814
281: 220,384,174,294
282: 132,695,991,150
283: 32,722,76,341
284: 669,433,638
285: 827,1056,901,134
286: 477,779,962,957,401
287: 697,489
288: 7,627,435,673
289: 973,682,4
290: 629,653
291: 1076,380
292: 427,819
293: 757,1046
294: 174,281,898,641,154
295: 144,992,1040,19,147
296: 761,829,556
297: 483,546,649,795,259
298: 671,361,198
299: 134,439,1025
300: 356
301: 685,397,818,148
302: 714,945,814,721,597
303: 985,337,639
304: 96,951
305: 869,17
306: 922,63,1057,218,9,188
307: 52,364,844,756,624
308: 949,190,550
309: 67,586,159,441,13
310: 982,860,935,257,395
311: 525,586,522,132,695
312: 811,459,418,815
313: 173,34,905
314: 103,416,883,142
315: 585
316: 40,228,174,488,1023
317: 179,333,59
318: 508,521,261,811
1070: 403,810
320: 352,1,660,44
321: 1021,118,1053,552
322: 894,267,718,255,353
323: 258,486,384
324: 698,358,687,566
325: 1078,102,490,375
