0: 797,76,867,83
1: 70,273,352,320,657,660
2: 761,829,990,1032
3: 860,935,975,244,693
4: 117,289
5: 240,689,525,586,67
6: 855,806
7: 288,627,435,101,1027
8: 150,215,36,632,246
9: 218,922,306
10: 671,849,995
11: 517,200,376,1020,29,216,952
12: 797,554
13: 309,480,131,1030
14: 403,614
15: 224,607,232,157
16: 786,677,1028
17: 305
18: 622,362,94
19: 774,388,708,295
20: 784,664
21: 1049,883,420,122,941
22: 1044,257,541
23: 959,851,476,186,594,68
24: 984,119
25: 232,658,754
26: 
27: 878
28: 974,552,1053
29: 376,1020,11,983,216
30: 1067
31: 933,819
32: 873,308,341
33: 225,769,770,253,493
34: 313,905
35: 233,1077,418,811
36: 215,8,767,246,1007
37: 391,572,865
38: 222,69,861,57,759,994
39: 820,936
40: 220,281,316
41: 436,692
1082: 107,338
43: 615,551,68,113
44: 471,509,320,724
45: 499,595,791
46: 80,91,429,64,123,996
47: 144
1043: 399,384,885,898,294,281
49: 221,360,688
50: 898,259,641,593,355,1039
51: 400,299
52: 986,364,458,307,624
1068: 156,161
54: 897,1090,1087
55: 361,995,671
56: 
57: 759,222,38
58: 77,492
59: 179,994,1030
60: 863,643,616
61: 818,751,733,162
62: 939,948,684,497
63: 922,306,188,881
64: 429,123,46
65: 963
1085: 367,500
67: 441,634,586,5,309,1030
68: 594,962,186,43,23
69: 222,38,994,738,854
70: 273,1,709,373,352
71: 703,726,661
72: 541,627,743,1027
73: 223,115
74: 121,957,206,401,673,288
75: 890,894,255,774,708
76: 0,83,722
77: 946,492,58
78: 813,394,85
79: 680,862,277,850
80: 91,133,46,429
81: 362,585,222,622
82: 1019,1009,1038,447,370
83: 1037,0,76
84: 888,487,438
85: 394,1010,78,591
86: 700,546,453,584,659
87: 982,477,310,257,395
88: 657,205,660,711,717
89: 380
90: 148,733,927
91: 80,133,46,269,996
92: 507,559
93: 584,889,434,359
94: 854,580,622,18
95: 958,929,247,858,560
96: 304
97: 
1064: 396,589
99: 158,696,458,606
100: 378,241,1083,593,1039,267
101: 435,7,877
102: 168,524,1061,325,375
103: 314,142,723,523
104: 875,426,1003,783,889,235,160
105: 760,465
106: 879,838,256,736,677
107: 1082,360
108: 
109: 1075,897,835,151
110: 614,162
111: 947,793,955
112: 1054
113: 779,43,350,551
114: 574,245,538,330,973
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909
119: 917,780,24,984
120: 405,999,588,1071
121: 407,957,74,853,638,673
122: 419,415,801,1049,21
123: 842,64,46,996
124: 898,483,259
125: 1031,987,230,485,478
126: 1002,416
127: 899,466,1057,139,788
128: 374,954,284,433,856
129: 328,959,166
130: 450,391
131: 13,480
132: 227,695,282,150,311,522
133: 80,91,899,466
134: 299,827,285,340
135: 203,1056,800,703
136: 575,822,503
137: 540,1001,768,263
138: 781,821,266
139: 730,1011,127
140: 592,581
1060: 335,741,508
142: 538,416,103,314,723
143: 243,1033,1066,923
144: 178,47
145: 264,964,471,711
146: 1080,707,680,1025
147: 534,295
148: 90,301,685
1038: 875,426,82,370
150: 215,8,282,132,632
151: 599,558,214,835,109
1086: 644,674,924,910
153: 876,913,1021,564
154: 231,174,641,355,488
155: 666,530,575,725
156: 1068,189
157: 755,15,607
158: 696,99,337,639,606,1088
159: 309,480,586,522,1046
160: 235,204,875,104,258
161: 528,189,1068
162: 733,110,61
163: 563,882,869
164: 971,243,1033,823,965
165: 483,297,613,546,795,1047
166: 816,129
167: 
168: 102,822,725,1061,790
169: 527
170: 987,1006
171: 430,573,379,445
172: 428,517,200,1055,1026
173: 368,893,313,487
174: 294,281,316,154,488
175: 253,776,437,263,242
176: 370
177: 615
178: 144,342
179: 59,994,1019,738
180: 191,423,975,543,1012,693
181: 597,721
1081: 332
183: 231,355,1039,1063
184: 1023,780,984
185: 530
186: 1079,23,476,68
187: 578,881,922
188: 788,518,1057,306,63
189: 161,528,156
190: 308,949,412,1022
191: 180,425,859
192: 663,608
193: 502,388,515
194: 1020,569,764,648
195: 596,1025,481,707,457
1048: 500,991,282
1059: 
198: 298
199: 640
200: 11,517,172,1026,952
201: 879,754,838
1078: 325,498,524,479
203: 642,135,727,731,276,800
204: 235,160,486,885,659
