0: 797,76,867,83
1: 70,273,352,320,660,657
2: 729,410,1032
3: 860,935,975,693
4: 117,289
5: 634,586,240,689,67,309
6: 855,806
7: 288,627,435,101
8: 150,215,36,632
9: 218,922,306
10: 671,849,995
11: 517,952,491,376,216
12: 797
13: 309,131,441,1030
14: 403,1049,614
15: 224,232,157
16: 786,1028,677,213
17: 305
18: 622,362,94
19: 774,388,708,295
20: 784,664
21: 122,883,420,419
22: 743,257,395,1036,541
23: 959,851,476,186,594,68
24: 984,119
25: 232,658,754
26: 
27: 878
28: 974,552,1053,1045,719
29: 194,376,216,1020,983
30: 1067
31: 819
32: 308,341,283
33: 225,769,770,253,493
34: 313,905
35: 233,1077,418
36: 757,246,8
37: 391,572,865
38: 69,994,222
39: 820,936
40: 220,174,316
41: 436,692
1082: 107,1040,338
43: 615,113,551,1008
44: 471,509,320,724
45: 499,595,791
46: 80,91,429,64,123,996
47: 532,147,1014,144
48: 500,926
49: 107,1040,360,688,918
50: 898,641,259,355
51: 400,299
52: 986,364,458,307,624
1068: 156,161
54: 897,459,260
55: 361,995,671
56: 
57: 759,222
58: 77,1018
59: 441,1019,861,994,738,179
60: 863,1047,616,165
61: 818,751,679,733,162
62: 939,948,684,497
63: 922,306,188,881
64: 429,123,46
65: 963
1085: 367,500
67: 309,861,634,5,441
68: 594,962,1008,186,23
69: 38,994,738,854
70: 273,1,709,373
71: 703,726,661
72: 541,206,743,627
73: 115,223
74: 206,401,957,288,627
75: 890,894,255,774,708
76: 797,0,83,722,1017
77: 58,946,492
78: 813,394,85
79: 680,862,277,850
80: 91,133,46,429
81: 362,585
82: 580,1009,370,875
83: 582,0,76
84: 888,1001,438,487
85: 394,276,988,78,1010,591
86: 700,453,584,659,1043
87: 310,982,1044,944,257,395
88: 657,660,711,205,717
89: 1076,380
90: 148,733,927
91: 80,133,46,269,996
92: 507,559
93: 584,434,359,889
94: 854,622,18
95: 958,929,247,858,560
96: 304
97: 
1064: 396,1012,589
99: 158,696,458,606
100: 378,241,1083,267,593
101: 435,7,877
102: 168,524,1061,325,375
103: 314,810,1049,142,723,523
104: 875,426,160,889,235
105: 760,465
106: 879,736,838,786,677,256
107: 49,1040,1082,360
108: 
109: 1075,897,835,151
110: 614,162
111: 947,793,955
112: 1054
113: 350,551,43,1008,779,565
114: 574,538,330,973
115: 73
116: 744,326,970,381
117: 4,330
118: 799,909
119: 917,24,984
120: 405,999,588,1071,1031
121: 407,957,853,673,638
122: 21,930,1070,810
123: 842,64,46,996
124: 898,259,1043,483
125: 230,336,987,485
126: 245,533,1002
127: 899,466,1057,788
128: 374,954,284,433,856
129: 328,959,166
130: 450,391
131: 159,480,1046,309,13,1030
132: 282,227,695,311,522
133: 80,91,899,466
134: 299,827,285,340
135: 800,703,1056,726
136: 503
137: 540,438,263,802
138: 781,1001,821,266
139: 730,899
140: 592,581
1060: 335,741,508
142: 538,723,416,103,314
143: 365,923,1066,243
144: 178,47,1014
145: 264,964,471,711
146: 1080,707,680,195
147: 47,532,1014,534,295
148: 90,301,685
149: 
150: 215,8,282
151: 599,558,214,835,109
1086: 644,674,924,1027,910
153: 876,913,564
154: 231,641,488
155: 666,530,575,725
156: 1068,189
157: 755,15,607
158: 696,99,337,639,1073,606
159: 131,480,227,586,522,309
160: 875,104,235,204,258
161: 528,1068
162: 733,110,679,61
163: 563,882,869
164: 971,965,243,1033,823
165: 795,616,613,1047,60,546
166: 816,129
167: 
168: 102,822,725,790,1061
169: 1012,527
170: 1006,987,1031,615,478,551
171: 430,573,379,445
172: 428,1000,517,1055,577
173: 368,893,313
174: 294,488,281,40,316
175: 253,776,263,437,242
176: 
177: 615
178: 144,342
179: 1009,1038,59,1019,408,738,580
180: 191,423,975,693
181: 597,721
1081: 332
183: 231,593,355,1063
184: 780,984
185: 530
186: 1079,23,476,68
187: 578,881,922
188: 788,1057,306,63
189: 528,156
190: 272,308,949,412
191: 180,859
192: 663,608
193: 502,388,515,992
194: 376,29,1020,648,569,764
195: 596,457,707,146
1048: 215,926,557
1059: 
198: 298
199: 679,640
200: 1055,571,952,1026,271
201: 879,754
1078: 325,498,524,479
203: 642,727,731,800
204: 235,486,659,160,453,258
205: 371,379,980,88,657
206: 74,401,944,743,627,72
207: 579
208: 637,1058
209: 300,1062
210: 224,931,424
211: 701,709
212: 349,223,230
213: 677,16,706
214: 835,599,151
215: 150,8,1048
216: 376,29,11,952,983,331
217: 462,664
218: 9,466,1057,306
219: 998,327,651
220: 281,384,40
221: 360,643,688
222: 57,38
223: 73,212
224: 15,931,210,607,232
225: 33,769,770,424,931
226: 880,826
227: 132,522,159,632,480
228: 628,684
229: 789,676,329,937
230: 125,212
231: 154,667,183
232: 25,15,224,931
233: 35,916,1077,589
234: 634,759,240,516,369
235: 204,889,104,160,453
236: 676,870,644,674,937
1061: 790,102,168,375
238: 690,735,1065
239: 749
240: 689,516,234,634,5
241: 378,100,267,872,322,894
242: 782,817,263,175,253
243: 971,164,1033,440,1066,143,365,923
244: 975,543
245: 675,126,1002
246: 36,757,767,1007
247: 691,95,858,731
248: 357,1042,912
249: 454,936,414
250: 358,820,687
1083: 378,100,297,649
252: 862,621,1080,400
253: 175,242,33,769
254: 497
255: 322,894,75
256: 677,879,382,106
257: 743,22,87,1044,944,395
258: 323,160,204,486
259: 50,898,124,483,297
260: 261,459,54
261: 811,459,318,260
262: 509
263: 437,802,137,242,175
264: 145,964,711,717,460
265: 841,925,463
266: 802,1001,138,781
267: 100,241,593,322,1039
268: 676,329
269: 414,996,91
270: 396
271: 691,571,200,1026,929
272: 190,1022,831,949
273: 70,1,709,980,657
1080: 146,400,680,862,252
275: 972,511,623
276: 394,85,800,703,988
277: 79,862,884,621,683
278: 958,721,560
279: 661,409,611
280: 631,411,814
281: 220,384,399,174,294
282: 132,991,695,150
283: 797,554,1017,341,32
284: 669,433,638,128
285: 827,1056,901,134
286: 477,779,962,1008,957,401
287: 697,489
288: 7,627,74,435,673
289: 973,682,4
290: 629,653
291: 1076,380
292: 427,819
1052: 843
294: 174,399,281,898,641,943
295: 992,19,147,1014
296: 761,829,556
297: 483,546,649,795,259,1083
298: 671,361,198
299: 134,51
300: 209,356
301: 685,397,818,148
302: 714,945,814,721,597
303: 985,337,639
304: 96,951
305: 869,17
306: 922,63,1057,218,9,188
307: 844,52,364,756,624
308: 949,32,190,550
309: 67,13,586,159,131,5
310: 87,982,860,935,395
311: 525,522,695,404,132
312: 811,459,418,815
313: 905,173,34
314: 103,810,416,883,142
315: 585
316: 40,174,488
1049: 103,810,1070,403,14
318: 521,261,811
1070: 930,122,810,1049,403
320: 352,1,660,44
321: 1021,913,799
322: 894,255,241,267,1039
323: 258,486,384
324: 698,358,687,566
325: 1078,102,524,490,375
326: 744,116,970
327: 363,760,219
328: 129,959,476
329: 268,229,789
330: 973,114,117
331: 216,952,983
332: 1081
333: 555,1030,408,1003
334: 652,805
335: 1060,741,734
336: 125,1071,987,1031
337: 303,985,740,639,158,696
338: 534,1082
339: 927
340: 134
341: 949,32,283,554,831
342: 178
343: 1027,644
344: 694
345: 372,588
346: 559,758,961,578
347: 780,447
348: 948,939,377
349: 212
350: 478,113,551,565
351: 550,581,990,556
352: 320,745,373,1
353: 1034,742,515
1063: 718,1039,593,183
355: 593,50,641,183
356: 367,300
357: 1042,248,912,730
358: 250,687,324
359: 783,889,748,434,93
360: 221,1067,688,107,49,1040
361: 55,745,373,298
362: 81,622,18
363: 327
364: 52,986,844,307
365: 143,1016,923,971,243,519
366: 601,903,470
367: 356,1085
368: 173,893
369: 516,234
