0: 867,797,1034
1: 70,1001,352,980
2: 990,583
3: 423,1111
4: 117,289
5: 586,689,159,67
6: 855,806
7: 288,627,101,435
8: 1098,215,150
9: 758,218,306
10: 671,849,995
11: 376,491,29,983,216,952
12: 867,797,572,865,548
13: 441,480
14: 403,614
15: 382,475,157
16: 786,213
17: 156,305
18: 55,745,509,506
19: 708,75,774,255
20: 784,664,424,871,850
21: 930,801,122
22: 859,1097,425
23: 959,476,851,186,594,68
24: 590,1009,82
25: 232,658,201,754
26: 864
27: 878,502
28: 974,552,1053
29: 569,376,11,194,983
30: 1067,863
31: 933,798,1045,819
32: 873,722,308,668
33: 769,253,493
34: 905,825,313
35: 233,318
36: 767,1098
37: 391,572,865
38: 69,222,634,57,759
39: 820,936,1036,467
40: 1043,174,316
41: 595,434,436
1082: 1084,338,107,534
43: 615,551,68,113
44: 320,373,509,506,1019,471
45: 595,499,791,436
46: 429,64,123,80,91,996
47: 144
1043: 62,220,40,684,316
49: 221,360,688
50: 483,124,898
51: 299,764,1020,134
52: 1021,1106,307
1068: 156,528
54: 686,1012,393
55: 18,995,745,361
56: 
57: 759,585,38,222
58: 710,77
59: 179
60: 863,643,625,1003,1095,616
61: 733,751,90,301
62: 220,1043,119,948
63: 881
64: 429,46,558,123
65: 963
1085: 500,991,300
67: 5,159
68: 594,962,186,43,23
69: 38,222
70: 1,1027,709,352
71: 661,703
72: 743,206,627
73: 223,212,115
74: 121,401,673
75: 890,918,1100,1116,19,708,255
76: 341,1034,83,722
77: 58,490
78: 394,85,813
79: 707,680,832,884,277
80: 91,133,429,46
81: 362,622,585,1030,222
82: 984,24,590
83: 542,501,1034,76,722
84: 888,487,802
85: 394,858,276,591,78
86: 165,546,659,453,700
87: 257,477,982,944
88: 264,980,1001,711,657,1023
89: 702,592,1013
90: 148,301,733,61,927
91: 80,133,46,269,996,466
92: 507,559
93: 434,359,889
94: 347,262,590
95: 560,271,945,958
96: 304
1099: 982,310
1064: 396
99: 158,696,458,986,606
100: 593,183,267,241
101: 856,435,7
102: 1018,725,1078,168,1061
103: 314,142,723,523
