0: 797,867,83
1: 70,273,352,320,660,657
2: 410,729,655,66,829
3: 860,935,527,693
4: 289,1005,496,330,117,1034,1014
5: 67,586,240,634
6: 855,806
7: 288,435,101,149
8: 555,36,767,632,293
9: 306,922,218,187
10: 671,849,995
11: 491,376,200,216
12: 
13: 317,480,159,131
14: 810,403
15: 224,232,157,607
16: 706,510,1033,852,598
17: 305
18: 622,362,94
19: 833,774,388,295
20: 784
21: 883,415,420
22: 425,395,72,541
23: 959,851,476,68,594
24: 984,119,804
25: 232,658,754
26: 
27: 515,502,1002,342
28: 1053,354,719
29: 983,621,764,956,901
30: 360,221,1040
31: 819
32: 722,283,873
33: 225,769,770,253,493
34: 905,313
35: 233,1027,418,543,811
36: 805,557,767,215,632,8
37: 391,572,865
38: 69,222
39: 820,686,1011,936
40: 316,220,174
41: 93,613,436,45,434,889,584
42: 491,1055,517,200
43: 68,113,551,186
44: 471,509,320,724
45: 434,568,1038,41,93
46: 80,91,123
47: 532,147
48: 500
49: 107,360,688,918
50: 898,641,259
51: 827,808,1020,439,299
52: 307,986,458,503,624
53: 514,350,478,779,87
54: 897,1024,459,260
55: 361,995,671
56: 279,661,71
57: 759,222
58: 617,77,710
59: 179,408,757,293,333
60: 165,625,643,863,1043
61: 733,162,679
62: 948,939,684,497
63: 188,922,881
64: 842,996,109,429,123
65: 963
66: 655,412,990,829,2
67: 309,586,5,861,432
68: 43,186,23
69: 38,994
70: 273,1,709,373
71: 703,726,661,56,988
72: 743,627,22
73: 115,223
74: 206,401
75: 894,322,708,890,774,255
76: 797,722,283
77: 58,492
78: 85,394,813
79: 850,277,862
80: 91,133,46,730
81: 362,585
82: 738,875
83: 582,0
84: 888,619,487,266
85: 78,394,800,276,591
86: 453,584,659,700
87: 982,514,53,477
88: 657,660,711,205,717
89: 1017,380,702
90: 148,927,733
91: 80,133,46,269
92: 507,559
93: 41,436,45,791
94: 854,622,18
95: 247,271,929,958,560,858
96: 998,1029,304,951,251,704
97: 724,590,262
98: 167,177,504
99: 696,158,799,876,846
100: 378,593
101: 149,435,7,877
102: 168,1061,325,524
103: 314,810,142,723,523
104: 426,453,235
105: 760,465
106: 736,838,879,677,256
107: 49
108: 
109: 558,694,429,64
110: 1065,735,744
111: 947,763,793,955
112: 1030,1054,334
113: 43,551,350,962
114: 574,416,538,245
115: 1044,223,73
116: 970,744,326,1037
117: 1014,1049,4,785,330,326
118: 846,913,354
119: 917,24,984
120: 588,987
121: 407,853,673,638
122: 930
123: 429,64,996,46
124: 399,483,259,898
125: 1044,223,999
126: 533,536,1023
127: 139,1057,788
128: 374,954,284,433,856
129: 166,816,328,959
130: 450,391
131: 293,480,632,13,317
132: 282,311,227,522
133: 80,91,899,466
134: 901,285,956,827,340
135: 276,703,203,1056
136: 575,822,1018,564
137: 540,438,263,802
138: 619,266
139: 866,398,127,788
140: 386,592,380
1060: 335,508,741
142: 538,103,314
143: 976,475,934,440,365
144: 992,295,147,178
145: 264,964,471,711
146: 646,680,400,808
147: 47,532,144,295,178
148: 90,301,685
149: 101,7,636
150: 215,227
151: 911,972
152: 190,272,949
153: 913
154: 488
155: 666,530,575,725
156: 161,189
157: 607,755,15
158: 803,799,639,99,337
159: 227,522,480,13,441
160: 258,204,235
161: 528,189,156
162: 61,733,614,274,679
163: 563,1017,869,882
164: 965,971,243
165: 60,692,625,830,895,643,616
166: 129
167: 98
168: 102,822,725,790,1061
169: 349,527,1012,1036
170: 345,588
171: 430,573,379,445
172: 577,517
173: 368,313,893
174: 294,281,40,316
175: 253,776,263,437,242
176: 447
177: 98,186
178: 147,144
179: 408,59,370,580
180: 191,423,626,975
181: 721,278
182: 913
183: 231,667,593,488,1063
184: 780,984
185: 530
186: 476,177,43,68
187: 881,578,9,922,1001
188: 1057,788,518,63
189: 1013,161,752,156
190: 152,272,308,949
191: 180,423,626,599,859
192: 663,608
193: 255,388,353
194: 376,569,648
195: 707,596,583,646
196: 482,202,640,751
197: 495
198: 298
199: 474,868,679,966,274
200: 691,11,42,1055,271
201: 754
202: 705,196,482
203: 642,727,731,135,800
204: 258,160,235
205: 371,379,980,88,657
206: 74,401,944,743,627
207: 579
208: 637,1058
209: 1062
210: 224,931,424
211: 701,980,709
212: 230,485,349,1012
213: 677,786,510
214: 599,835,815,423
215: 632,150,36,557
216: 952,11,983,331
217: 462,664
218: 466,9,306
219: 812,1042,251,998,950
220: 281,494,40
221: 30,360,688,1040,505
222: 57,38
223: 1044,125,115,73
224: 15,931,210,232
225: 33,769,770,424,931
226: 880,826
227: 159,522,150,132,480
228: 316,628,906
229: 789,676,329,937
230: 565,212,485
231: 667,183,1063,718,742
232: 25,15,224,931
233: 35,1027,741
234: 634,759,240,516,369
235: 204,160,104,453
236: 676,674,937
1061: 102,168,375
238: 523,574,723
239: 
240: 689,516,5,234,634
241: 378,872,894
242: 782,175,253,817
243: 519,971,896,440,164,365
244: 975,693,1036,916,543
245: 973,416,979,114
246: 1059,529,757,1019,464,618,1046
247: 95,271,691,727,858,731
248: 924
249: 936,414
250: 358,820,454,687
251: 951,448,812,219,96,998
252: 621,764,862
253: 175,242,33,769
254: 497
255: 193,75,322,774,388
256: 677,106,879,382
257: 310,944,743
258: 204,160,323
259: 297,483,124,50,898
260: 261,54
261: 811,459,318,260
262: 509,97
