1147: 731,203,135
1: 531,701,88,980,371
2: 761,990,550,439
3: 860
4: 117,1013,1152,330
5: 479,525,586,67
6: 1171,1036
7: 627,610
8: 695,926,746
9: 922,1164
10: 864,26,995,671
11: 216,29,491,194,983
12: 548,554
13: 
14: 403,1070,810
15: 931,157,960,475
16: 786,256,213
17: 1145,305,156
18: 506,509
19: 388,1128,1139,774,255
20: 493,424,1034
21: 941,930,810
22: 859,644,1097,425
23: 594,851,68
24: 348
25: 232,931
26: 864,10,472,444,315,995
27: 878,502,682
28: 974,1001,719
29: 1033,491,1144,194,11
30: 1136,891
1175: 122,801
32: 722,668
33: 253,769,817
34: 905,713
35: 589
1162: 674,644,562,1012
37: 903,366,462,572,548
38: 81,634
39: 820,686,467,842
40: 174,384,62
41: 434,595
1082: 1084,49,360,221,107,1146
43: 615,1079,551,962
44: 373,657
45: 568,499
46: 123,80
47: 295
1043: 969,154,641,281,355
49: 1084,1082,918,221,688,890
50: 294,898,593,183
51: 828,764
52: 1133,364,1106,307
1068: 156,528
54: 855,806
55: 585
56: 276
57: 585,222,369,993,315,81
58: 567,946,1001
59: 179
60: 643,863,625,505
61: 751,733,301,818
62: 384,119,40
63: 1057,881,363
1011: 92,507
65: 963,611,410
1085: 367,1159
67: 159,586,5
68: 594,23
69: 994,580
1163: 345,1150,1178,1038
71: 703,726,135
72: 1097,743,870
73: 223,212,115
74: 669,407,673
75: 124,100,894
76: 837
77: 1124
78: 1158,247,394
1134: 637,1003,499
80: 466,46,1169
81: 38,369,57,222
1136: 30,863
83: 868,501
84: 619,678,1017,825,1027,802,437
85: 394
1137: 1036,855,645,806
87: 257,743,477,982,944
88: 352,1,980
89: 482,386,291
90: 733,162,110
1014: 420,533,417,416
92: 1011,507,559,578
93: 434,359,1047,889,700
94: 262,362,622,854,580
1170: 280,631,778
96: 304,951
1099: 1031,230,527,860
1064: 396,349
99: 1132,1021,337,1088,158
100: 593,1083,75,124
101: 627,288
102: 575,168,725
103: 314,523,1040
104: 1127,426
105: 327,578,465,1141
106: 838,570,736
107: 338,1146,1002,360,1082
108: 161
109: 1075,848
110: 90,162
111: 1037,793,947,955
112: 
113: 350,962,957,779
114: 973,245,538
115: 73
116: 744,326,339,970,381
117: 4,1013,574
118: 321,1053,913,799
119: 590,948,62
120: 1093,999
121: 1019,853,427
122: 415,801,420,1175
123: 848,996,46
124: 75,1083,649,100
125: 987,478,485
126: 900,142
127: 133,218,1057
128: 374,452,954,856,877
129: 959,552,476,629
130: 747,497,450,287,391
131: 246,757
132: 525,586,1092,311
133: 127,899,139,510
1125: 644,180,924,562,1086
135: 203,1147,71
1098: 767,215,746,246
137: 782,438,175
138: 904,619,1017,266,838,736
139: 866,133,899,730,510
140: 592,386,482
1060: 335,741,1077,508
142: 245,126,538
1093: 120,999,170,1071
144: 147,1128
145: 977,942,460
1169: 429,275,80,466
147: 1128,1139,144
148: 339,927
1038: 167,1015,716,1163
1155: 645,250
151: 558,835,897
1086: 910,1125,180,511,924
153: 876,739
154: 969,1043,667,355,533
155: 503,530
156: 1068,528,17,1145
157: 15,931,475,823
158: 99
159: 67,309,586,441,522
160: 1009,659
161: 108,1160
162: 733,90,110,751
163: 563,1004,189,869,882
164: 823,607,422
165: 546,483,613,616,259,297
1153: 940,665,465
167: 1038,716,290
168: 822,1061,102
169: 975
170: 551,1093,1071
1107: 1069
172: 772,549,1055,1010,517,428
173: 825,1027,893
174: 40,399
175: 781,776,137,242
1096: 333,555
177: 615,186,1150
178: 332
179: 59,426
180: 599,511,859,1125,1086
181: 620,597,1177
1081: 878,332
183: 593,50,231
1089: 
185: 
186: 177,615,1079
187: 219,327
1154: 666,824,575,725,524
189: 1168,163,1145,305,869
190: 550,412
191: 425,693,423,859
192: 829,296
193: 992,502
194: 983,29,11
195: 457,596
1048: 318
1059: 568,1173,555
198: 298,413,1023
199: 868,966
200: 908,1129
201: 879,570
1078: 524,404,1113
203: 731,1147,642,135
204: 370,1009
205: 371,445,717
1016: 611,409
207: 1161,1103,940
208: 
209: 520
210: 607,225,424,605
211: 1035,512,905,701,713,709
212: 73,223,270,336
213: 16,256
214: 835,1111,815,599
215: 767,1098,926,1176,746
216: 691,11,983,331
217: 932,402,664
218: 1164,127,1057,306
219: 187,327
220: 948,377
221: 688,360,1082,49
222: 57,585,81
223: 73,212,336
224: 607,232,823
225: 601,210,493,424
226: 497,672
227: 311,282
228: 316,807,656
229: 937,513
230: 485,527,1099
231: 667,355,898,183
232: 25,658,769,224
1168: 702,189,380
234: 689,479,516,759
235: 748,1119,359
236: 329,368,676
1061: 739,822,168,790
1004: 563,163,732,702
239: 749
240: 1122,451,1101,689
241: 718
242: 175,776,253
243: 440,755,1066,1112,971
1150: 345,1163,177
245: 675,142,114,973,538
246: 131,1098,1030
247: 727,858,394,78
248: 821,473,357,1029
249: 269
250: 645,1155,467,1120
1083: 259,649,124,593,100
1035: 211,512,320,701,709
253: 33,242,776,817
254: 497,489
255: 774,19
256: 16,786,1024,213
257: 1097,87,743,395
1007: 652
259: 297,1083,649,165,483
260: 847,1172
261: 
262: 94,362
1143: 651,665
264: 717,980
1114: 
266: 802,619,138,838
267: 718,322
268: 329
269: 249
270: 212,396
271: 691,331
272: 308,949,412
1101: 498,1018,240,689
1131: 1130,1030,632
275: 429,1169,912
276: 56
277: 914,569,449
1102: 970,766,1149,1069
1126: 1158,630,560
280: 1170,631,778,981
281: 399,641,1043
282: 227,311
283: 554,797,341,949
284: 427,816,933
1119: 359,235,748
286: 779,957
287: 489,526,130,391,446
288: 401,101
289: 878,1039
290: 803,328,167
291: 818,1117,89
292: 1008,849
1052: 1109,1073,843
294: 898,50
295: 47
296: 1115,1049,192
297: 259,649,165,616,795
298: 198,413,1023,600,849
299: 
300: 520,1041,1062
301: 733,61,818
1139: 1128,19,1032,147
303: 740,1165,985,1148
304: 96,706,928,951
305: 17,1145,189,869
306: 881,218,1164
307: 986,52,1106
308: 949,272,412
309: 159,441
310: 1031,982,395,935
311: 227,282,132,1092
312: 1006,459
313: 905,512
314: 941,103
315: 444,993,26,57,585,995
316: 228,807,553
1049: 1115,296,351,556
318: 1077,1048
1070: 403,14,930,810
320: 1035,352,709
321: 118,1053,567,946,974,1045
322: 416,267,718
323: 347,780,875,370,486,917
324: 687
1028: 887,914,604,965
326: 744,116,970
327: 105,187,219
328: 653,290,1044
329: 368,236,268
330: 1152,1039,4,1013
331: 216,901,271
332: 178,1081
333: 1096,748
334: 805,1054
335: 1060,741,734
336: 223,212
337: 1165,1148,1132,99,1021,1088
338: 107,1146
339: 927,148,116,381
340: 963,611,1056,409
341: 949,283
1024: 786,256,545
1037: 111,430,947
1103: 207,1161,579,940,635
345: 1150,1163,372,1178
346: 559,578,1174,961
347: 447,984,780,323
348: 948,377,24,942
349: 1064,535
350: 113,779,565
351: 556,1151,581,1049
352: 88,320,709
353: 742
1151: 581,351
355: 667,231,898,154,1043
356: 367
357: 1029,912,473,248
358: 
359: 1119,235,93
360: 1002,221,107,1082
1005: 633,867,837
362: 94,262
363: 681,63,812
364: 52,1106
365: 923,421,1025,549
366: 37,903,753
367: 557,1085,356
368: 329,236,676
369: 516,993,81,57
370: 875,323,204,486
371: 205,531,1,980,699
372: 1178,345
373: 44
374: 452,128,877,587
1128: 388,19,1139,147,144
