0: 797,76,867,83
1: 70,273,352,320,657,660
2: 1022,990,583,1032
3: 975,244,527,1036,860,935
4: 117,289
5: 240,689,586,159,634,67
6: 855,806
7: 288,627,435,101,1027
8: 36,215,150,1007,632
9: 218,922,306
10: 671,849,995
11: 200,376,29,1020,216,952
12: 572,865,1017,797
13: 309,480,131
14: 403,614
15: 224,607,232,157
16: 786,510,1028
17: 305
18: 362,622,94
19: 774,388,708,295
20: 784,664
21: 883,420,122,941
22: 1044,257,541
23: 959,476,186,594,68
24: 984,119
25: 232,658,754
26: 
27: 878
28: 974,552,1053
29: 194,1020,11,983,216
30: 1067
31: 933,819
32: 873,308,341
33: 225,769,770,253,493
34: 1001,313,905
35: 233,1012,1077,418,811
36: 215,8,767,1007
37: 391,572,865
38: 222,69,861,57,759,1030,994
39: 820,936
40: 220,399,281,316
41: 436,692
1082: 107,338
43: 615,551,68,113
44: 471,509,320,724
45: 499,595,791
46: 80,91,429,64,123,996
47: 144
1043: 399,384,486,885
49: 221,360,688
50: 898,483,1039,124,259,593
51: 400,299,827
52: 986,364,458,307,624
1068: 156,161
54: 897,1090,1087
55: 361,995,671
56: 
57: 759,1018,222,38
58: 77,710,492
59: 1030,179
60: 863,643,1095,616
61: 818,751,733,162
62: 939,948,684,497
63: 922,306,188,881
64: 429,123,46
65: 963
1085: 356,500,367
67: 441,634,5,159,309
68: 594,962,186,43,23
69: 222,38,1030,994,738,854
70: 273,1,709,373,352
71: 703,661
72: 541,1044,627,743
73: 223,212,115
74: 673,121,401,206,288
75: 890,894,255,774,708
76: 0,83,722
77: 946,492,58
78: 813,394,85
79: 680,862,277,850,707
80: 91,133,46,429
81: 362,622,585,222
82: 370,1038,1019,1009,447
83: 0,76
84: 888,487,438
85: 394,78,591
86: 700,546,453,584,659
87: 982,477,310,395,257
88: 657,205,660,711,717
89: 1094
90: 148,690,733,927
91: 80,133,46,269,996
92: 507,559
93: 584,889,434,359,783
94: 854,580,622,18
95: 958,929,247,271,858,560
96: 304
97: 590
1064: 396,589
99: 158,696,458,606
100: 378,241,1083,593,267
101: 1027,435,7,877,856
102: 168,524,1061,325,375
103: 314,142,723,523
104: 875,1003,783,889,235,160
105: 760,465
106: 879,256,736,838,677,1028
107: 1082,1067,360
108: 
109: 1075,897,835,151
110: 614,162
111: 947,793,955
112: 1054
113: 779,43,551,350
114: 574,538,330,245
115: 73
116: 744,326,970,381
