0: 797,867,83
1: 70,273,352,320,660,657
2: 729,655,66,410
3: 935,975,693
4: 117,289
5: 67,586,240,634
6: 855,806
7: 288,435,101
8: 1019,632,215,36,1030
9: 218,922,306
10: 671,849,995
11: 491,376,216,200
12: 
13: 317,59,131,159,441
14: 614,810,403,110
15: 224,232,157,607
16: 706,598,1001,213
17: 305
18: 622,362,94
19: 774,388,295
20: 784
21: 883,415,420
22: 743,395,425,72,541
23: 959,476,186,68,594
24: 984,119,804
25: 232,658,754
26: 
27: 515,878,502,342
28: 1053,354,719
29: 983,956,194,764
30: 1067
31: 819
32: 722,283,873
33: 225,769,770,253,493
34: 905,313
35: 233,418,811
36: 805,767,1030,557,215,8
37: 391,572,865
38: 69,222
39: 820,936
40: 316,220,174
41: 436,613,93,584,895
42: 517,1055
43: 68,113,551,177,186
44: 471,509,320,724
45: 499,595,1047
46: 80,91,123,996
47: 532,147
48: 500
49: 107,360,688,918,1040
50: 898,641,259,355
51: 827,1020,1032,621,400,808
52: 307,986,458,503,624
53: 565,514,87
54: 897,459,260
55: 361,995,671
56: 279,71,661
57: 759,222
58: 77,710,617
59: 13,317,131,293,555,757,333,179
60: 616,643,165,863
61: 818,751,679,162,733
62: 948,939,684,497
63: 922,306,881,188,1042
64: 429,123,1011
65: 963
66: 583,655,1022,2
67: 309,5,861
68: 43,113,186,23
69: 38,994
70: 273,1,709,373
71: 56,661,726,703,988
72: 743,22,627
73: 223,115
74: 206,401
75: 894,322,708,890,774,255
76: 797,722,283
77: 58,492
78: 85,394,813
79: 850,277,862
80: 91,133,46,730
81: 362,585
82: 738,875
83: 582,0
84: 888,619,487,438,266
85: 78,394,276,591
86: 453,584,613,659,700
87: 982,53,514,477,779
88: 657,660,711,205,264,717
89: 482,291,1017,380
90: 148,690,733,927
91: 80,133,46,269,996
92: 507,559
93: 568,434,1047,41,584
94: 854,622,18
95: 247,929,958,858,560
96: 951,1004,1029,304,1028
97: 724,590,262,509
98: 177,615,1008
99: 458,696,158,876,799
100: 378,241,593
101: 435,7,877
102: 168,1061,325,524,375
103: 314,810,142,723,523
104: 426,889,359,453,235
105: 760,465
106: 736,838,879,677,256
107: 49,360
108: 
109: 558,1075,1011,897,151
110: 523,810,14,614,1037
111: 947,793,955
112: 334,1048
113: 43,68,551,350,962
114: 1049,538,1005,330
115: 73
116: 744,326,970,381
117: 4,330
118: 909,799,913,1018
119: 917,24,984
120: 170,588,336,987
121: 407,853,673,638
122: 930
123: 64,842,46,996
124: 399,483,898,259
125: 336,1071,478
126: 245,979,533,416,1005
127: 139,1057,788
128: 374,954,284,433,856
129: 166,816,328,959
130: 450,391
131: 13,317,59,1019,480,293,555
132: 282,311,227,522
133: 80,91,899,466
134: 285,901,827,1020,340
135: 800,703,1056,1026,726
136: 575,822,739
137: 540,438,263,802
138: 619,266
139: 398,127,788
140: 581,592,1017,668
1060: 335,741,508
142: 538,416,1005,103,314,723
143: 243,365,1066,976,923,765
144: 992,295,147,178
145: 264,964,471,711
146: 680,646,400,1032
147: 47,532,144,295,178
148: 90,301,685
149: 
150: 215,632
151: 599,214,835,109
152: 
153: 876,564,913,1018
154: 488
155: 666,530,575
156: 1068,189
157: 607,755,15
158: 696,99,337,606,1073
159: 227,522,480,309,13,441
160: 258,204,235
161: 528,1068
162: 733,1037,614,679,61
163: 563,882,869
164: 965,440,971,243
165: 1043,830,795,616,60,546
166: 129,816
167: 615,1006,1031,345,170
168: 102,822,725,790,1061
169: 1064,349,527
170: 120,345,588,167
171: 430,573,379,445
172: 428,577,517
173: 368,893,313
174: 294,281,40,316
175: 253,776,263,437,242
176: 447
177: 98,615,1008,186,43
178: 147,144
179: 580,370,408,317,59,333,1038
180: 191,1036,423,975,543
181: 597,721,278
182: 567,1018
183: 593,355,488,1063,231
184: 780,984
185: 530
186: 476,1045,177,43,68,23
187: 578,922,881
188: 1057,788,63,518,1042
189: 752,156
190: 272,308,949,412
191: 180,1036,423,911,859,599
192: 663,608
193: 255,388
194: 376,569,648,29
195: 707,596,680,646,583
196: 482,291,1013,640,202,751
197: 1033,495,960
198: 298
199: 474,868,640,679,966
200: 952,691,11,1055,271
201: 754
202: 196,482
203: 642,1026,727,731
204: 258,160,235
205: 371,379,980,88,657
206: 74,401,944,743,627
207: 579
208: 637,1058
209: 1062
210: 224,931,424
211: 701,980
212: 230,349
213: 677,786,1001,16
214: 815,1027,423,835,599,151
215: 150,557,36,8,632
216: 983,376,11,952
217: 462,664
218: 9,466,306
219: 998,327,651,950
220: 281,40
221: 1067,360,688
222: 57,38
223: 73
224: 15,931,210,232
225: 33,769,770,424,931
226: 880,826
227: 159,522,480,132,632
228: 316,628
229: 789,676,329,937
230: 212,485,1044,349
231: 667,1023,183,488,1063
232: 25,15,224,931
233: 35,916,741
234: 634,759,240,516,369
235: 204,160,104,453
236: 676,644,674,937
1061: 790,102,168,375
238: 523,574,1065
239: 749
240: 689,516,5,234,634
241: 378,100,762,872,894,267
242: 782,817,175,253
243: 971,365,143,440,1066,164
244: 975,543
245: 979,126,675,1005
246: 555,757,1030,1019,1046
247: 95,271,691,858,731
248: 562,924
249: 936,414
250: 358,820,687
251: 706,598,448,928,1029
252: 621,764,400,862
253: 175,242,33,769
254: 497
255: 193,75,322,774
256: 677,106,879,382
257: 743,395,310,944
258: 204,160,323,486
259: 50,898,124,483,297
260: 261,459,54
261: 811,459,318,260
262: 509,97
263: 437,802,137,175
264: 145,964,711,88,717,460
265: 1000,841,925,463
266: 802,781,84,619,138
267: 894,322,241,718
268: 329
269: 414,996,91
270: 396
271: 247,929,1055,571,200,691
272: 190,457,596,412,1022
273: 70,1,709,980,657
274: 
275: 511,972,429,623
276: 800,703,85,591
277: 683,884,79
278: 958,721,181,560
279: 56,409,661,611
280: 631,411,463
281: 220,384,174,294
282: 132,695
283: 32,722,76,341
284: 669,433,638,128
285: 134,1056,901,331,642,1026
286: 477,779,962,957,401
287: 697,489
288: 7,435,673
289: 973,682,1034,4
290: 974,653,504,629
291: 196,482,89,1013,380
292: 427,819
293: 555,757,59,131
294: 174,281,641
295: 144,992,19,388,147
296: 556,829,761
297: 483,546,649,795,259
298: 671,361,198
299: 1020,1032,439
300: 356
